"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.852285746E2,6.506261162E1,2.548925959E1,1.551661811E1,3.300000000E1,6.210000038E0,9.540000153E1,8.147061248E-1,2.500000000E0,1.000000000E2,1.900000000E1
1.862219118E2,6.506260517E1,2.548940761E1,1.551663723E1,3.300000000E1,6.250000000E0,9.440000153E1,8.212843249E-1,2.000000000E0,1.000000000E2,1.900000000E1
1.872266323E2,6.506259562E1,2.548954608E1,1.551665639E1,3.300000000E1,6.259999752E0,9.540000153E1,8.279962159E-1,2.000000000E0,1.000000000E2,1.800000000E1
1.882182651E2,6.506259557E1,2.548968924E1,1.551667263E1,3.300000000E1,6.699999809E0,9.040000153E1,8.351293457E-1,2.500000000E0,1.000000000E2,1.600000000E1
1.892247714E2,6.506259993E1,2.548984104E1,1.551668826E1,3.300000000E1,7.199999809E0,8.830000305E1,8.422048390E-1,2.000000000E0,1.000000000E2,1.600000000E1
1.901833472E2,6.506260391E1,2.548999166E1,1.651670388E1,3.400000000E1,7.049999714E0,9.100000000E1,8.495091305E-1,2.500000000E0,1.000000000E2,1.600000000E1
1.911951462E2,6.506260861E1,2.549014706E1,1.551671980E1,3.300000000E1,7.119999886E0,8.650000000E1,8.564989668E-1,2.500000000E0,1.000000000E2,1.700000000E1
1.921995994E2,6.506261041E1,2.549029609E1,1.651673603E1,3.400000000E1,7.190000057E0,8.659999847E1,8.638909741E-1,2.000000000E0,1.000000000E2,1.800000000E1
1.932178941E2,6.506261100E1,2.549045376E1,1.651675369E1,3.400000000E1,7.210000038E0,8.900000000E1,8.709963223E-1,2.000000000E0,1.000000000E2,1.900000000E1
1.942187844E2,6.506261024E1,2.549060530E1,1.551677114E1,3.300000000E1,7.269999981E0,9.309999847E1,8.780675391E-1,2.000000000E0,1.000000000E2,1.800000000E1
1.952004309E2,6.506260693E1,2.549075592E1,1.551678941E1,3.300000000E1,7.250000000E0,9.050000000E1,8.855675016E-1,2.000000000E0,1.000000000E2,1.900000000E1
1.962099276E2,6.506260228E1,2.549091551E1,1.551680918E1,3.300000000E1,7.460000038E0,8.909999847E1,8.933796829E-1,2.000000000E0,1.000000000E2,1.800000000E1
1.972147174E2,6.506260613E1,2.549108190E1,1.551682665E1,3.300000000E1,7.579999924E0,8.819999695E1,9.008894654E-1,2.000000000E0,1.000000000E2,1.900000000E1
1.981952968E2,6.506261305E1,2.549124124E1,1.551684221E1,3.300000000E1,7.739999771E0,9.050000000E1,9.085188667E-1,2.000000000E0,1.000000000E2,1.600000000E1
1.992106442E2,6.506261573E1,2.549140384E1,1.451685967E1,3.200000000E1,7.769999981E0,9.040000153E1,9.166333161E-1,2.000000000E0,1.000000000E2,1.700000000E1
2.002177671E2,6.506261887E1,2.549157676E1,1.451687813E1,3.200000000E1,8.039999962E0,8.859999847E1,9.247206394E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.012125091E2,6.506262529E1,2.549174859E1,1.451689530E1,3.200000000E1,8.109999657E0,8.890000153E1,9.328383699E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.022115615E2,6.506262726E1,2.549192168E1,1.451691421E1,3.200000000E1,8.119999886E0,8.940000153E1,9.408946860E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.032053550E2,6.506262646E1,2.549209351E1,1.451693397E1,3.200000000E1,8.139999390E0,9.040000153E1,9.490936987E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.042161886E2,6.506262290E1,2.549226819E1,1.451695506E1,3.200000000E1,8.130000114E0,9.009999847E1,9.571582991E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.052208704E2,6.506262181E1,2.549244018E1,1.451697495E1,3.200000000E1,7.710000038E0,9.069999695E1,9.649198090E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.062267230E2,6.506262110E1,2.549260573E1,1.351699397E1,3.100000000E1,7.579999924E0,8.750000000E1,9.726628878E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.072286402E2,6.506262252E1,2.549277085E1,1.351701217E1,3.100000000E1,7.259999752E0,8.730000305E1,9.797885809E-1,2.000000000E0,1.000000000E2,1.700000000E1
2.082133298E2,6.506262369E1,2.549292281E1,1.351702897E1,3.100000000E1,7.179999828E0,8.900000000E1,9.870351156E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.092035899E2,6.506263254E1,2.549307595E1,1.351704315E1,3.100000000E1,7.099999905E0,8.919999695E1,9.944033982E-1,2.000000000E0,1.000000000E2,1.800000000E1
2.102098779E2,6.506263212E1,2.549323311E1,1.351706112E1,3.100000000E1,6.899999619E0,8.730000305E1,1.001254150E0,2.000000000E0,1.000000000E2,1.800000000E1
2.112200638E2,6.506263333E1,2.549337921E1,1.351707724E1,3.100000000E1,6.649999619E0,9.119999695E1,1.008236982E0,2.000000000E0,1.000000000E2,1.700000000E1
2.121973156E2,6.506263539E1,2.549352807E1,1.351709338E1,3.100000000E1,6.819999695E0,8.809999847E1,1.015089064E0,2.000000000E0,1.000000000E2,1.800000000E1
2.132186349E2,6.506263711E1,2.549367417E1,1.351710933E1,3.100000000E1,6.779999733E0,8.959999847E1,1.021816765E0,2.000000000E0,1.000000000E2,1.800000000E1
2.142152092E2,6.506263677E1,2.549381766E1,1.351712571E1,3.100000000E1,6.759999752E0,9.000000000E1,1.028556580E0,2.000000000E0,1.000000000E2,1.800000000E1
2.152427255E2,6.506263459E1,2.549396133E1,1.351714278E1,3.100000000E1,6.699999809E0,9.050000000E1,1.035048425E0,2.000000000E0,1.000000000E2,1.800000000E1
2.162161744E2,6.506263442E1,2.549409980E1,1.351715854E1,3.100000000E1,6.829999924E0,8.900000000E1,1.041779437E0,2.000000000E0,1.000000000E2,1.700000000E1
2.172021876E2,6.506263635E1,2.549424330E1,1.351717412E1,3.100000000E1,6.670000076E0,9.100000000E1,1.048266491E0,2.000000000E0,1.000000000E2,1.800000000E1
2.182167672E2,6.506263815E1,2.549438160E1,1.351718915E1,3.100000000E1,6.649999619E0,9.130000305E1,1.054638697E0,2.000000000E0,1.000000000E2,1.700000000E1
2.192133928E2,6.506263664E1,2.549451747E1,1.351720509E1,3.100000000E1,6.690000057E0,9.100000000E1,1.061421225E0,2.000000000E0,1.000000000E2,1.800000000E1
2.202092101E2,6.506263870E1,2.549466206E1,1.251722075E1,3.000000000E1,6.759999752E0,8.919999695E1,1.068054831E0,2.000000000E0,1.000000000E2,1.800000000E1
2.212026523E2,6.506263928E1,2.549480354E1,1.351723658E1,3.100000000E1,6.719999790E0,8.940000153E1,1.075058398E0,2.000000000E0,1.000000000E2,1.800000000E1
2.222179188E2,6.506263828E1,2.549495291E1,1.251725387E1,3.000000000E1,6.730000019E0,8.950000000E1,1.081888327E0,2.000000000E0,1.000000000E2,1.800000000E1
2.232233859E2,6.506263530E1,2.549509842E1,1.251727143E1,3.000000000E1,6.829999924E0,9.019999695E1,1.088459467E0,2.000000000E0,1.000000000E2,1.800000000E1
2.242194779E2,6.506263618E1,2.549523856E1,1.251728701E1,3.000000000E1,6.809999943E0,9.069999695E1,1.095316251E0,1.500000000E0,1.000000000E2,1.800000000E1
2.251889463E2,6.506263208E1,2.549538449E1,1.251730502E1,3.000000000E1,6.829999924E0,9.259999847E1,1.101985211E0,1.500000000E0,1.000000000E2,1.800000000E1
2.262306465E2,6.506262994E1,2.549552665E1,1.251732190E1,3.000000000E1,6.969999790E0,8.940000153E1,1.108791430E0,1.500000000E0,1.000000000E2,1.800000000E1
2.271676992E2,6.506263011E1,2.549567183E1,1.251733830E1,3.000000000E1,6.989999771E0,8.980000305E1,1.115438865E0,2.000000000E0,1.000000000E2,1.800000000E1
2.282027998E2,6.506263170E1,2.549581356E1,1.251735379E1,3.000000000E1,7.129999638E0,8.800000000E1,1.122312129E0,2.000000000E0,1.000000000E2,1.900000000E1
2.292187255E2,6.506263224E1,2.549596016E1,1.251737022E1,3.000000000E1,7.199999809E0,8.800000000E1,1.129402305E0,1.500000000E0,1.000000000E2,1.800000000E1
2.302098531E2,6.506262986E1,2.549611129E1,1.251738820E1,3.000000000E1,7.139999866E0,9.130000305E1,1.136315037E0,2.000000000E0,1.000000000E2,1.900000000E1
2.312186180E2,6.506262512E1,2.549625831E1,1.251740656E1,3.000000000E1,7.190000057E0,9.180000305E1,1.143464767E0,2.000000000E0,1.000000000E2,1.900000000E1
2.322145845E2,6.506262650E1,2.549641077E1,1.251742335E1,3.000000000E1,7.029999733E0,8.350000000E1,1.150710663E0,2.000000000E0,1.000000000E2,1.900000000E1
2.332208776E2,6.506264440E1,2.549655939E1,1.251743381E1,3.000000000E1,6.949999809E0,7.000000000E1,1.157548946E0,2.000000000E0,1.000000000E2,1.900000000E1
2.341512956E2,6.506266565E1,2.549669626E1,1.251744175E1,3.000000000E1,6.789999962E0,6.819999695E1,1.164783042E0,2.000000000E0,1.000000000E2,1.900000000E1
2.352313812E2,6.506269201E1,2.549683733E1,1.151744834E1,2.900000000E1,7.359999657E0,6.120000076E1,1.171696818E0,2.500000000E0,1.000000000E2,1.900000000E1
2.362202508E2,6.506272239E1,2.549696599E1,1.151745210E1,2.900000000E1,7.099999905E0,5.520000076E1,1.178654065E0,2.000000000E0,1.000000000E2,1.900000000E1
2.372211641E2,6.506275768E1,2.549708853E1,1.151745342E1,2.900000000E1,6.889999866E0,5.379999924E1,1.185652717E0,2.500000000E0,1.000000000E2,1.900000000E1
2.382178524E2,6.506279640E1,2.549720622E1,1.151745297E1,2.900000000E1,6.739999771E0,4.779999924E1,1.192732143E0,2.500000000E0,1.000000000E2,1.900000000E1
2.392239288E2,6.506284573E1,2.549730169E1,1.151744623E1,2.900000000E1,7.269999981E0,4.009999847E1,1.199649606E0,2.500000000E0,1.000000000E2,1.900000000E1
2.402206981E2,6.506289355E1,2.549739607E1,1.151743991E1,2.900000000E1,7.159999847E0,4.000000000E1,1.207196673E0,2.500000000E0,1.000000000E2,1.900000000E1
2.412199013E2,6.506294770E1,2.549749313E1,1.151743166E1,2.900000000E1,6.819999695E0,3.509999847E1,1.214142340E0,2.500000000E0,1.000000000E2,1.900000000E1
2.422201620E2,6.506299937E1,2.549757636E1,1.151742271E1,2.900000000E1,6.789999962E0,3.359999847E1,1.220860142E0,2.500000000E0,1.000000000E2,1.800000000E1
2.432166346E2,6.506305029E1,2.549765348E1,1.151741335E1,2.900000000E1,7.159999847E0,2.900000000E1,1.228117745E0,2.500000000E0,1.000000000E2,1.900000000E1
2.441869986E2,6.506310611E1,2.549773369E1,1.151740261E1,2.900000000E1,6.989999771E0,3.070000076E1,1.235302969E0,2.500000000E0,1.000000000E2,1.900000000E1
2.452123487E2,6.506316152E1,2.549781256E1,1.251739186E1,3.000000000E1,7.039999962E0,3.000000000E1,1.242235893E0,2.500000000E0,1.000000000E2,1.800000000E1
2.462115196E2,6.506321399E1,2.549789244E1,1.251738228E1,3.000000000E1,7.009999752E0,3.220000076E1,1.249441198E0,2.000000000E0,1.000000000E2,1.800000000E1
2.472167866E2,6.506326994E1,2.549796998E1,1.251737121E1,3.000000000E1,6.940000057E0,3.150000000E1,1.256365348E0,2.000000000E0,1.000000000E2,1.900000000E1
2.482240706E2,6.506332417E1,2.549804256E1,1.251736019E1,3.000000000E1,6.730000019E0,3.100000000E1,1.262887669E0,2.000000000E0,1.000000000E2,1.900000000E1
2.492255070E2,6.506337421E1,2.549811515E1,1.151735067E1,2.900000000E1,6.659999847E0,2.979999924E1,1.269442553E0,2.000000000E0,1.000000000E2,1.900000000E1
2.502137458E2,6.506342626E1,2.549818078E1,1.151733964E1,2.900000000E1,6.589999676E0,2.889999962E1,1.275806422E0,2.000000000E0,1.000000000E2,1.900000000E1
2.512465082E2,6.506347655E1,2.549824557E1,1.151732915E1,2.900000000E1,6.449999809E0,3.220000076E1,1.282398411E0,2.000000000E0,1.000000000E2,1.800000000E1
2.522197019E2,6.506352735E1,2.549831808E1,1.151731937E1,2.900000000E1,6.329999924E0,3.029999924E1,1.289048901E0,2.000000000E0,1.000000000E2,1.800000000E1
2.532267851E2,6.506357793E1,2.549839376E1,1.151731003E1,2.900000000E1,6.329999924E0,3.150000000E1,1.295132970E0,2.000000000E0,1.000000000E2,1.900000000E1
2.542232011E2,6.506362441E1,2.549846224E1,1.251730133E1,3.000000000E1,6.159999847E0,2.689999962E1,1.301435089E0,2.000000000E0,1.000000000E2,1.900000000E1
2.552309851E2,6.506367600E1,2.549851790E1,1.251728936E1,3.000000000E1,5.929999828E0,2.160000038E1,1.307425084E0,2.000000000E0,1.000000000E2,1.900000000E1
2.562284976E2,6.506372524E1,2.549856970E1,1.251727779E1,3.000000000E1,6.230000019E0,2.350000000E1,1.313894841E0,2.000000000E0,1.000000000E2,1.900000000E1
2.572374833E2,6.506377822E1,2.549862678E1,1.251726550E1,3.000000000E1,6.339999676E0,2.379999924E1,1.320522593E0,2.000000000E0,1.000000000E2,1.900000000E1
2.582148141E2,6.506383283E1,2.549868344E1,1.251725258E1,3.000000000E1,6.379999638E0,2.370000076E1,1.327023464E0,2.500000000E0,1.000000000E2,1.900000000E1
2.592305818E2,6.506388563E1,2.549874295E1,1.351724064E1,3.100000000E1,6.420000076E0,2.550000000E1,1.333602969E0,2.500000000E0,1.000000000E2,1.800000000E1
2.602135820E2,6.506393861E1,2.549880548E1,1.251722899E1,3.000000000E1,6.639999866E0,2.570000076E1,1.340041150E0,2.000000000E0,1.000000000E2,1.900000000E1
2.612090231E2,6.506399041E1,2.549886684E1,1.251721763E1,3.000000000E1,6.739999771E0,2.600000000E1,1.346736482E0,2.000000000E0,1.000000000E2,1.900000000E1
2.622171635E2,6.506404338E1,2.549893473E1,1.251720660E1,3.000000000E1,6.659999847E0,2.479999924E1,1.353743850E0,2.500000000E0,1.000000000E2,1.900000000E1
2.632211597E2,6.506409912E1,2.549900447E1,1.251719481E1,3.000000000E1,6.929999828E0,2.700000000E1,1.361068652E0,2.500000000E0,1.000000000E2,1.900000000E1
2.642176364E2,6.506415679E1,2.549907999E1,1.251718301E1,3.000000000E1,6.809999943E0,2.760000038E1,1.367894796E0,2.500000000E0,1.000000000E2,1.900000000E1
2.652186905E2,6.506421030E1,2.549915132E1,1.251717220E1,3.000000000E1,6.859999657E0,2.860000038E1,1.375132813E0,2.500000000E0,1.000000000E2,1.900000000E1
2.662156430E2,6.506426504E1,2.549923489E1,1.251716238E1,3.000000000E1,6.960000038E0,3.309999847E1,1.381966135E0,2.500000000E0,1.000000000E2,1.900000000E1
2.672182215E2,6.506431843E1,2.549930706E1,1.251715173E1,3.000000000E1,6.969999790E0,3.429999924E1,1.388922298E0,2.500000000E0,1.000000000E2,1.900000000E1
2.682346010E2,6.506436918E1,2.549939381E1,1.151714369E1,2.900000000E1,6.859999657E0,3.479999924E1,1.395801364E0,2.500000000E0,1.000000000E2,1.900000000E1
2.692416648E2,6.506441725E1,2.549948618E1,1.251713726E1,3.000000000E1,6.739999771E0,3.509999847E1,1.402545981E0,2.500000000E0,1.000000000E2,2.000000000E1
2.702214722E2,6.506446465E1,2.549957595E1,1.251713078E1,3.000000000E1,6.440000057E0,3.579999924E1,1.409003596E0,2.500000000E0,1.000000000E2,2.000000000E1
2.712212632E2,6.506450933E1,2.549966396E1,1.251712507E1,3.000000000E1,6.549999714E0,4.050000000E1,1.415328667E0,2.000000000E0,1.000000000E2,1.900000000E1
2.722354680E2,6.506455183E1,2.549975364E1,1.151712032E1,2.900000000E1,6.529999733E0,4.079999924E1,1.421712866E0,2.500000000E0,1.000000000E2,2.000000000E1
2.732320554E2,6.506459411E1,2.549984576E1,1.151711594E1,2.900000000E1,6.679999828E0,4.300000000E1,1.428229847E0,2.500000000E0,1.000000000E2,2.100000000E1
2.742316218E2,6.506463523E1,2.549994484E1,1.151711278E1,2.900000000E1,6.789999962E0,4.340000153E1,1.434593740E0,2.500000000E0,1.000000000E2,2.000000000E1
2.752403188E2,6.506467588E1,2.550004039E1,1.151710172E1,2.900000000E1,6.750000000E0,4.390000153E1,1.441229809E0,2.500000000E0,1.000000000E2,2.000000000E1
2.762397478E2,6.506472273E1,2.550012806E1,1.151707858E1,2.900000000E1,6.559999943E0,3.579999924E1,1.447594897E0,3.000000000E0,1.000000000E2,2.100000000E1
2.772387135E2,6.506476368E1,2.550022295E1,1.051705700E1,2.800000000E1,6.029999733E0,4.409999847E1,1.453645829E0,2.500000000E0,1.000000000E2,2.100000000E1
2.782079491E2,6.506479725E1,2.550032454E1,9.517037538E0,2.700000000E1,6.139999866E0,4.750000000E1,1.459455242E0,3.000000000E0,1.000000000E2,1.900000000E1
2.791718089E2,6.506482487E1,2.550042973E1,9.517019914E0,2.700000000E1,5.469999790E0,5.609999847E1,1.465393697E0,3.000000000E0,1.000000000E2,2.000000000E1
2.801623385E2,6.506485068E1,2.550054062E1,8.517002507E0,2.600000000E1,5.589999676E0,6.000000000E1,1.471889606E0,3.000000000E0,1.000000000E2,1.900000000E1
2.812347322E2,6.506488077E1,2.550065939E1,8.516983006E0,2.600000000E1,5.719999790E0,5.709999847E1,1.477295858E0,3.000000000E0,1.000000000E2,2.100000000E1
2.822297893E2,6.506491313E1,2.550074548E1,8.516965149E0,2.600000000E1,5.579999924E0,4.520000076E1,1.482333600E0,3.000000000E0,1.000000000E2,2.000000000E1
2.832266482E2,6.506494246E1,2.550082737E1,8.516948675E0,2.600000000E1,4.969999790E0,5.140000153E1,1.487040195E0,3.000000000E0,1.000000000E2,2.100000000E1
2.842436246E2,6.506494787E1,2.550092694E1,9.516939340E0,2.700000000E1,4.170000076E0,6.459999847E1,1.492272288E0,3.000000000E0,1.000000000E2,2.100000000E1
2.852425896E2,6.506493396E1,2.550103356E1,9.516936304E0,2.700000000E1,4.309999943E0,9.880000305E1,1.497389418E0,3.000000000E0,1.000000000E2,2.100000000E1
2.862300053E2,6.506490894E1,2.550112518E1,9.516938307E0,2.700000000E1,4.650000095E0,1.243000031E2,1.502947749E0,3.000000000E0,1.000000000E2,2.100000000E1
2.872363996E2,6.506487818E1,2.550121863E1,9.516942196E0,2.700000000E1,5.589999676E0,1.335000000E2,1.508513929E0,3.000000000E0,1.000000000E2,2.100000000E1
2.882279601E2,6.506484381E1,2.550130497E1,9.516947884E0,2.700000000E1,5.619999886E0,1.338000031E2,1.514023790E0,2.500000000E0,1.000000000E2,2.100000000E1
2.892063535E2,6.506480844E1,2.550138728E1,9.516954223E0,2.700000000E1,5.789999962E0,1.313000031E2,1.519746924E0,2.500000000E0,1.000000000E2,1.900000000E1
2.902007572E2,6.506477273E1,2.550147520E1,9.516960256E0,2.700000000E1,5.849999905E0,1.291000061E2,1.525672166E0,3.000000000E0,1.000000000E2,2.100000000E1
2.912127478E2,6.506473572E1,2.550156615E1,9.516966516E0,2.700000000E1,5.839999676E0,1.313999939E2,1.531880880E0,2.500000000E0,1.000000000E2,2.100000000E1
2.922178568E2,6.506469474E1,2.550165609E1,8.516974251E0,2.600000000E1,6.009999752E0,1.318000031E2,1.538066857E0,2.500000000E0,1.000000000E2,2.100000000E1
2.932279009E2,6.506465622E1,2.550175130E1,8.516980713E0,2.600000000E1,6.049999714E0,1.290000000E2,1.544076848E0,2.500000000E0,1.000000000E2,2.000000000E1
2.942262595E2,6.506461930E1,2.550184493E1,8.516986727E0,2.600000000E1,5.719999790E0,1.235000000E2,1.549860892E0,2.500000000E0,1.000000000E2,2.100000000E1
2.952006451E2,6.506458820E1,2.550194384E1,8.516990287E0,2.600000000E1,5.750000000E0,1.221999969E2,1.555694010E0,2.500000000E0,1.000000000E2,2.100000000E1
2.962347826E2,6.506455920E1,2.550204752E1,8.516992747E0,2.600000000E1,5.589999676E0,1.230999985E2,1.561428626E0,2.500000000E0,1.000000000E2,2.100000000E1
2.972178518E2,6.506453150E1,2.550215070E1,8.516994781E0,2.600000000E1,5.259999752E0,1.198000031E2,1.567128319E0,2.000000000E0,1.000000000E2,2.100000000E1
2.982105935E2,6.506450765E1,2.550225832E1,8.516995120E0,2.600000000E1,5.309999943E0,1.180999985E2,1.573197241E0,2.000000000E0,1.000000000E2,2.100000000E1
2.991907812E2,6.506448506E1,2.550237617E1,8.516994246E0,2.600000000E1,5.829999924E0,1.151999969E2,1.579129380E0,2.000000000E0,1.000000000E2,2.000000000E1
3.002072135E2,6.506446147E1,2.550248967E1,9.516994048E0,2.700000000E1,5.699999809E0,1.119000015E2,1.585195980E0,2.000000000E0,1.000000000E2,2.100000000E1
3.012151704E2,6.506444030E1,2.550260894E1,1.051699256E1,2.800000000E1,5.859999657E0,1.098000031E2,1.591252454E0,2.000000000E0,1.000000000E2,2.100000000E1
3.022154191E2,6.506442823E1,2.550273492E1,1.051698736E1,2.800000000E1,5.879999638E0,1.020000000E2,1.597493272E0,2.000000000E0,1.000000000E2,2.100000000E1
3.032041024E2,6.506442157E1,2.550286710E1,1.051697979E1,2.800000000E1,6.059999943E0,9.630000305E1,1.604805914E0,2.000000000E0,1.000000000E2,2.000000000E1
3.041887310E2,6.506442145E1,2.550302309E1,1.051696814E1,2.800000000E1,6.739999771E0,8.969999695E1,1.612127293E0,2.000000000E0,1.000000000E2,2.100000000E1
3.052160499E2,6.506441906E1,2.550317916E1,1.051695728E1,2.800000000E1,6.509999752E0,9.150000000E1,1.619074826E0,2.000000000E0,1.000000000E2,2.100000000E1
3.062183707E2,6.506441432E1,2.550332693E1,1.051694786E1,2.800000000E1,6.440000057E0,9.209999847E1,1.625703401E0,1.500000000E0,1.000000000E2,2.100000000E1
3.072133637E2,6.506440933E1,2.550346783E1,1.051693905E1,2.800000000E1,6.429999828E0,9.069999695E1,1.632131719E0,1.500000000E0,1.000000000E2,2.100000000E1
3.082124082E2,6.506441130E1,2.550360488E1,1.051692808E1,2.800000000E1,6.489999771E0,9.069999695E1,1.638313188E0,1.500000000E0,1.000000000E2,1.900000000E1
3.092254048E2,6.506441202E1,2.550373673E1,1.051691795E1,2.800000000E1,6.150000095E0,8.769999695E1,1.644613909E0,2.000000000E0,1.000000000E2,1.900000000E1
3.102106878E2,6.506441340E1,2.550387109E1,1.051690739E1,2.800000000E1,6.440000057E0,8.669999695E1,1.650782895E0,2.000000000E0,1.000000000E2,2.000000000E1
3.111932645E2,6.506441616E1,2.550400252E1,1.051689656E1,2.800000000E1,6.170000076E0,8.780000305E1,1.656998135E0,2.000000000E0,1.000000000E2,1.900000000E1
3.121655902E2,6.506442048E1,2.550413470E1,1.051688513E1,2.800000000E1,6.429999828E0,8.590000153E1,1.663244555E0,2.000000000E0,1.000000000E2,1.900000000E1
3.132167873E2,6.506442522E1,2.550426747E1,1.051687352E1,2.800000000E1,6.349999905E0,8.659999847E1,1.668812415E0,2.000000000E0,1.000000000E2,1.900000000E1
3.141975046E2,6.506442941E1,2.550438582E1,1.051686318E1,2.800000000E1,6.150000095E0,8.140000153E1,1.674613612E0,2.000000000E0,1.000000000E2,2.000000000E1
3.152475559E2,6.506443804E1,2.550450786E1,1.051685100E1,2.800000000E1,6.119999886E0,8.269999695E1,1.680578788E0,2.000000000E0,1.000000000E2,2.000000000E1
3.162401570E2,6.506444630E1,2.550463359E1,1.051683868E1,2.800000000E1,6.059999943E0,8.400000000E1,1.686672514E0,2.000000000E0,1.000000000E2,1.900000000E1
3.172425836E2,6.506445481E1,2.550476200E1,1.051682608E1,2.800000000E1,5.980000019E0,8.180000305E1,1.692707488E0,2.000000000E0,1.000000000E2,2.000000000E1
3.182285185E2,6.506446918E1,2.550488614E1,1.051681174E1,2.800000000E1,6.159999847E0,7.419999695E1,1.698718233E0,2.000000000E0,1.000000000E2,1.800000000E1
3.192182415E2,6.506448837E1,2.550500600E1,1.051679604E1,2.800000000E1,5.769999981E0,6.609999847E1,1.704088569E0,2.000000000E0,1.000000000E2,2.000000000E1
3.202145820E2,6.506450640E1,2.550511228E1,1.051678177E1,2.800000000E1,5.329999924E0,6.650000000E1,1.709336454E0,2.000000000E0,1.000000000E2,2.000000000E1
3.212205738E2,6.506452010E1,2.550521940E1,1.051676895E1,2.800000000E1,5.329999924E0,7.169999695E1,1.714311973E0,2.000000000E0,1.000000000E2,2.000000000E1
3.222200227E2,6.506453087E1,2.550532241E1,1.051675747E1,2.800000000E1,5.139999866E0,7.359999847E1,1.719119974E0,2.500000000E0,1.000000000E2,2.000000000E1
3.232100723E2,6.506453896E1,2.550542316E1,1.051674709E1,2.800000000E1,4.799999714E0,7.659999847E1,1.723445808E0,2.000000000E0,1.000000000E2,2.000000000E1
3.242105454E2,6.506454512E1,2.550551428E1,1.051673812E1,2.800000000E1,4.880000114E0,8.169999695E1,1.728227488E0,2.000000000E0,1.000000000E2,1.900000000E1
3.252185278E2,6.506454898E1,2.550561586E1,1.051672916E1,2.800000000E1,4.880000114E0,8.669999695E1,1.732912937E0,2.000000000E0,1.000000000E2,2.000000000E1
3.262185681E2,6.506455216E1,2.550571552E1,1.051672059E1,2.800000000E1,4.759999752E0,8.380000305E1,1.737524655E0,2.000000000E0,1.000000000E2,2.000000000E1
3.271556939E2,6.506455773E1,2.550581301E1,1.051671134E1,2.800000000E1,4.750000000E0,8.380000305E1,1.742515007E0,2.000000000E0,1.000000000E2,1.800000000E1
3.282222970E2,6.506456172E1,2.550591904E1,1.051670201E1,2.800000000E1,4.900000095E0,8.419999695E1,1.748658846E0,2.000000000E0,1.000000000E2,2.000000000E1
3.292299833E2,6.506457995E1,2.550604275E1,1.051668638E1,2.800000000E1,6.029999733E0,6.850000000E1,1.755220519E0,2.000000000E0,1.000000000E2,1.900000000E1
3.302088056E2,6.506460694E1,2.550616723E1,9.516667643E0,2.700000000E1,5.900000095E0,6.320000076E1,1.762228149E0,2.000000000E0,1.000000000E2,2.000000000E1
3.312405493E2,6.506463506E1,2.550630100E1,9.516647818E0,2.700000000E1,6.519999981E0,5.670000076E1,1.769422771E0,2.000000000E0,1.000000000E2,2.000000000E1
3.322229085E2,6.506466733E1,2.550643402E1,9.516626607E0,2.700000000E1,6.480000019E0,5.690000153E1,1.776319045E0,2.000000000E0,1.000000000E2,1.800000000E1
3.332298719E2,6.506470010E1,2.550655891E1,9.516605836E0,2.700000000E1,6.319999695E0,5.120000076E1,1.781814679E0,2.000000000E0,1.000000000E2,1.900000000E1
3.342281791E2,6.506473581E1,2.550663996E1,8.516587324E0,2.600000000E1,5.150000095E0,4.120000076E1,1.786116636E0,2.000000000E0,1.000000000E2,1.700000000E1
3.352142994E2,6.506476980E1,2.550668380E1,8.516572196E0,2.600000000E1,3.500000000E0,3.359999847E1,1.789544486E0,2.000000000E0,1.000000000E2,1.300000000E1
3.361946446E2,6.506479528E1,2.550672496E1,8.516560237E0,2.600000000E1,3.169999838E0,3.200000000E1,1.792279352E0,2.500000000E0,1.000000000E2,9.000000000E0
3.372002223E2,6.506481510E1,2.550675949E1,8.516550747E0,2.600000000E1,2.589999914E0,2.960000038E1,1.795145698E0,3.000000000E0,1.000000000E2,7.000000000E0
3.382114380E2,6.506483585E1,2.550679578E1,8.516540805E0,2.600000000E1,2.759999990E0,3.170000076E1,1.797990581E0,3.500000000E0,1.000000000E2,1.000000000E1
3.392187146E2,6.506485651E1,2.550683158E1,8.516530931E0,2.600000000E1,2.669999838E0,3.920000076E1,1.801025016E0,3.500000000E0,1.000000000E2,1.700000000E1
3.402237522E2,6.506487591E1,2.550687709E1,8.516520771E0,2.600000000E1,2.829999924E0,3.770000076E1,1.803871434E0,3.000000000E0,1.000000000E2,1.800000000E1
3.412269466E2,6.506489817E1,2.550690710E1,8.516510775E0,2.600000000E1,2.980000019E0,2.920000076E1,1.806505066E0,3.000000000E0,1.000000000E2,2.000000000E1
