"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.422213281E2,6.506491866E1,2.550693526E1,7.516501532E0,2.500000000E1,2.549999952E0,3.450000000E1,1.808881606E0,3.000000000E0,1.000000000E2,2.000000000E1
3.432265072E2,6.506493567E1,2.550696594E1,7.516493315E0,2.500000000E1,2.339999914E0,4.070000076E1,1.811036087E0,3.000000000E0,1.000000000E2,2.100000000E1
3.442174916E2,6.506495013E1,2.550699653E1,7.516485995E0,2.500000000E1,2.440000057E0,4.059999847E1,1.813435829E0,3.000000000E0,1.000000000E2,2.000000000E1
3.452207238E2,6.506496782E1,2.550702587E1,7.516477645E0,2.500000000E1,2.409999847E0,3.820000076E1,1.816373979E0,2.500000000E0,1.000000000E2,2.000000000E1
3.462198207E2,6.506499003E1,2.550705981E1,8.516467376E0,2.600000000E1,2.299999952E0,3.609999847E1,1.818733074E0,2.500000000E0,1.000000000E2,2.000000000E1
3.472243588E2,6.506500579E1,2.550709351E1,8.516459375E0,2.600000000E1,2.309999943E0,3.459999847E1,1.821105525E0,2.500000000E0,1.000000000E2,2.100000000E1
3.482171591E2,6.506502251E1,2.550712494E1,8.516451207E0,2.600000000E1,2.289999962E0,3.420000076E1,1.823678640E0,2.500000000E0,1.000000000E2,2.100000000E1
3.492348833E2,6.506504284E1,2.550715118E1,8.516442172E0,2.600000000E1,2.859999895E0,2.579999924E1,1.826375962E0,2.500000000E0,1.000000000E2,2.100000000E1
3.501974394E2,6.506506446E1,2.550717724E1,8.516432698E0,2.600000000E1,2.619999886E0,1.960000038E1,1.829395156E0,2.500000000E0,1.000000000E2,2.100000000E1
3.512138607E2,6.506508973E1,2.550720080E1,8.516422142E0,2.600000000E1,2.659999847E0,1.860000038E1,1.832349056E0,2.500000000E0,1.000000000E2,2.100000000E1
3.522183197E2,6.506511304E1,2.550723106E1,8.516411774E0,2.600000000E1,2.960000038E0,2.410000038E1,1.835906461E0,2.500000000E0,1.000000000E2,2.000000000E1
3.532237215E2,6.506514329E1,2.550725570E1,9.516399402E0,2.700000000E1,3.359999895E0,1.450000000E1,1.839132202E0,3.000000000E0,1.000000000E2,2.000000000E1
3.542133892E2,6.506517058E1,2.550727908E1,9.516388161E0,2.700000000E1,2.970000029E0,1.380000019E1,1.841927543E0,2.500000000E0,1.000000000E2,2.100000000E1
3.552122248E2,6.506519308E1,2.550730566E1,9.516378348E0,2.700000000E1,2.929999828E0,1.960000038E1,1.845022371E0,2.500000000E0,1.000000000E2,2.000000000E1
3.562037738E2,6.506521877E1,2.550733105E1,9.516367514E0,2.700000000E1,3.009999990E0,2.329999924E1,1.848170383E0,2.500000000E0,1.000000000E2,2.000000000E1
3.572065734E2,6.506524417E1,2.550736072E1,9.516356466E0,2.700000000E1,2.980000019E0,2.160000038E1,1.851358556E0,2.500000000E0,1.000000000E2,2.000000000E1
3.582085216E2,6.506527036E1,2.550738839E1,9.516345291E0,2.700000000E1,3.009999990E0,2.089999962E1,1.854663072E0,2.500000000E0,1.000000000E2,2.000000000E1
3.592111470E2,6.506529639E1,2.550742242E1,1.051633370E1,2.800000000E1,3.269999981E0,2.550000000E1,1.858233419E0,2.500000000E0,1.000000000E2,2.000000000E1
3.602139952E2,6.506532568E1,2.550745360E1,1.051632119E1,2.800000000E1,3.579999924E0,2.460000038E1,1.861658677E0,2.500000000E0,1.000000000E2,2.100000000E1
3.612139884E2,6.506535443E1,2.550747983E1,1.051630923E1,2.800000000E1,3.359999895E0,1.800000000E1,1.865037265E0,2.500000000E0,1.000000000E2,2.100000000E1
3.622217275E2,6.506538419E1,2.550749442E1,1.051629779E1,2.800000000E1,3.470000029E0,1.960000038E1,1.868582781E0,2.500000000E0,1.000000000E2,2.100000000E1
3.632093745E2,6.506541487E1,2.550751504E1,1.051628559E1,2.800000000E1,3.399999857E0,1.910000038E1,1.872253609E0,2.500000000E0,1.000000000E2,2.100000000E1
3.642131109E2,6.506544546E1,2.550754446E1,1.051627276E1,2.800000000E1,3.220000029E0,1.489999962E1,1.875690742E0,2.500000000E0,1.000000000E2,2.100000000E1
3.652360867E2,6.506547484E1,2.550756725E1,1.051626084E1,2.800000000E1,3.189999819E0,1.569999981E1,1.878655835E0,2.500000000E0,1.000000000E2,2.100000000E1
3.661835464E2,6.506549986E1,2.550758913E1,1.051625051E1,2.800000000E1,2.960000038E0,2.060000038E1,1.881617671E0,2.500000000E0,1.000000000E2,2.100000000E1
3.672376321E2,6.506552580E1,2.550760346E1,1.151624042E1,2.900000000E1,2.839999914E0,1.469999981E1,1.884644779E0,2.500000000E0,1.000000000E2,2.100000000E1
3.682140640E2,6.506555158E1,2.550762425E1,1.151622991E1,2.900000000E1,3.029999971E0,2.210000038E1,1.887635416E0,2.500000000E0,1.000000000E2,2.100000000E1
3.692333612E2,6.506557568E1,2.550765258E1,1.151621943E1,2.900000000E1,3.079999924E0,2.450000000E1,1.891016245E0,2.500000000E0,1.000000000E2,2.100000000E1
3.702239266E2,6.506560522E1,2.550766960E1,1.151620789E1,2.900000000E1,3.379999876E0,1.710000038E1,1.894494592E0,2.500000000E0,1.000000000E2,2.100000000E1
3.712388927E2,6.506563544E1,2.550768879E1,1.151619596E1,2.900000000E1,3.449999809E0,1.620000076E1,1.898185394E0,2.500000000E0,1.000000000E2,2.100000000E1
3.722379150E2,6.506566540E1,2.550772266E1,1.151618302E1,2.900000000E1,3.639999866E0,2.260000038E1,1.902330932E0,2.500000000E0,1.000000000E2,2.000000000E1
3.732339572E2,6.506569914E1,2.550776029E1,1.151616850E1,2.900000000E1,4.039999962E0,2.270000076E1,1.907618074E0,2.500000000E0,1.000000000E2,1.900000000E1
3.742312028E2,6.506574532E1,2.550778711E1,1.151615046E1,2.900000000E1,4.279999733E0,2.529999924E1,1.912269713E0,2.000000000E0,1.000000000E2,2.000000000E1
3.752186065E2,6.506578304E1,2.550783003E1,1.251613416E1,3.000000000E1,4.630000114E0,2.779999924E1,1.917089895E0,2.000000000E0,1.000000000E2,1.900000000E1
3.762170217E2,6.506582051E1,2.550788174E1,1.251611731E1,3.000000000E1,4.819999695E0,3.429999924E1,1.922582255E0,2.000000000E0,1.000000000E2,2.000000000E1
3.772211052E2,6.506585970E1,2.550795307E1,1.251609842E1,3.000000000E1,4.989999771E0,3.870000076E1,1.927878234E0,2.000000000E0,1.000000000E2,2.000000000E1
3.782122128E2,6.506589607E1,2.550802600E1,1.251608039E1,3.000000000E1,4.880000114E0,3.690000153E1,1.933241289E0,2.000000000E0,1.000000000E2,2.000000000E1
3.792306560E2,6.506593568E1,2.550809129E1,1.251606180E1,3.000000000E1,4.889999866E0,3.590000153E1,1.938377763E0,2.000000000E0,1.000000000E2,2.000000000E1
3.802187478E2,6.506597264E1,2.550815701E1,1.251604411E1,3.000000000E1,4.809999943E0,3.409999847E1,1.943253737E0,2.000000000E0,1.000000000E2,2.000000000E1
3.812203047E2,6.506600843E1,2.550821710E1,1.251602724E1,3.000000000E1,4.659999847E0,3.079999924E1,1.948128020E0,2.000000000E0,1.000000000E2,1.900000000E1
3.822161589E2,6.506604632E1,2.550826941E1,1.251601022E1,3.000000000E1,4.610000134E0,3.100000000E1,1.952520524E0,2.000000000E0,1.000000000E2,2.000000000E1
3.832207262E2,6.506607876E1,2.550832288E1,1.251599501E1,3.000000000E1,4.239999771E0,3.940000153E1,1.957038825E0,2.000000000E0,1.000000000E2,2.000000000E1
3.842121278E2,6.506610013E1,2.550840486E1,1.251598155E1,3.000000000E1,4.089999676E0,5.809999847E1,1.961509297E0,2.000000000E0,1.000000000E2,2.000000000E1
3.852346905E2,6.506610927E1,2.550849773E1,1.251597153E1,3.000000000E1,4.440000057E0,8.040000153E1,1.965538223E0,2.000000000E0,1.000000000E2,2.000000000E1
3.862195926E2,6.506610365E1,2.550858264E1,1.351596723E1,3.100000000E1,4.420000076E0,9.900000000E1,1.968906912E0,2.500000000E0,1.000000000E2,2.000000000E1
3.872099570E2,6.506609678E1,2.550865263E1,1.351596446E1,3.100000000E1,4.230000019E0,1.050999985E2,1.972599076E0,2.000000000E0,1.000000000E2,2.000000000E1
3.882176176E2,6.506610042E1,2.550873091E1,1.351595743E1,3.100000000E1,4.559999943E0,1.040000000E2,1.977974835E0,2.500000000E0,1.000000000E2,2.000000000E1
3.891808169E2,6.506613311E1,2.550881540E1,1.451593987E1,3.200000000E1,5.000000000E0,4.759999847E1,1.983644573E0,2.000000000E0,1.000000000E2,2.000000000E1
3.901586132E2,6.506617242E1,2.550889243E1,1.451592055E1,3.200000000E1,5.049999714E0,3.379999924E1,1.988950328E0,2.000000000E0,1.000000000E2,2.000000000E1
3.912041158E2,6.506621127E1,2.550895815E1,1.451590224E1,3.200000000E1,4.949999809E0,3.240000153E1,1.993771627E0,2.500000000E0,1.000000000E2,1.900000000E1
3.921938324E2,6.506624669E1,2.550901749E1,1.451588559E1,3.200000000E1,4.769999981E0,3.100000000E1,1.998740597E0,2.000000000E0,1.000000000E2,1.800000000E1
3.932112520E2,6.506628277E1,2.550908002E1,1.351586848E1,3.100000000E1,4.839999676E0,3.189999962E1,2.003821694E0,2.500000000E0,1.000000000E2,2.000000000E1
3.942153892E2,6.506632049E1,2.550914121E1,1.351585090E1,3.100000000E1,4.929999828E0,3.570000076E1,2.008909969E0,2.000000000E0,1.000000000E2,2.000000000E1
3.952485434E2,6.506636227E1,2.550918547E1,1.351583316E1,3.100000000E1,5.089999676E0,3.120000076E1,2.014560808E0,2.500000000E0,1.000000000E2,1.900000000E1
3.962142887E2,6.506640682E1,2.550924347E1,1.351581346E1,3.100000000E1,5.000000000E0,2.979999924E1,2.019181537E0,2.000000000E0,1.000000000E2,2.000000000E1
3.972236831E2,6.506644153E1,2.550929770E1,1.351579745E1,3.100000000E1,4.170000076E0,2.829999924E1,2.023483718E0,2.000000000E0,1.000000000E2,1.900000000E1
3.982146003E2,6.506647765E1,2.550933056E1,1.251578252E1,3.000000000E1,4.079999924E0,2.829999924E1,2.027313787E0,2.000000000E0,1.000000000E2,2.000000000E1
3.991930974E2,6.506651068E1,2.550935377E1,1.251576937E1,3.000000000E1,3.869999886E0,2.650000000E1,2.031020805E0,2.000000000E0,1.000000000E2,1.900000000E1
4.002028707E2,6.506654182E1,2.550938202E1,1.251575651E1,3.000000000E1,3.399999857E0,2.729999924E1,2.034206273E0,2.500000000E0,1.000000000E2,2.000000000E1
4.012324198E2,6.506656834E1,2.550940767E1,1.251574543E1,3.000000000E1,3.730000019E0,2.629999924E1,2.038234599E0,2.500000000E0,1.000000000E2,2.000000000E1
4.022217081E2,6.506660007E1,2.550944916E1,1.251573140E1,3.000000000E1,4.239999771E0,2.639999962E1,2.043570190E0,2.500000000E0,1.000000000E2,2.000000000E1
4.032193926E2,6.506663682E1,2.550952233E1,1.251571330E1,3.000000000E1,4.480000019E0,3.640000153E1,2.048231242E0,2.500000000E0,1.000000000E2,2.000000000E1
4.042303451E2,6.506666939E1,2.550958495E1,1.251569744E1,3.000000000E1,4.690000057E0,3.429999924E1,2.053599857E0,2.000000000E0,1.000000000E2,2.000000000E1
4.052448206E2,6.506671000E1,2.550964689E1,1.251567884E1,3.000000000E1,4.839999676E0,3.200000000E1,2.058729383E0,2.000000000E0,1.000000000E2,2.000000000E1
4.061909847E2,6.506674923E1,2.550970447E1,1.251566104E1,3.000000000E1,4.949999809E0,3.200000000E1,2.064144744E0,2.000000000E0,1.000000000E2,2.000000000E1
4.072155042E2,6.506679130E1,2.550976264E1,1.251564222E1,3.000000000E1,5.069999695E0,2.929999924E1,2.069716721E0,2.000000000E0,1.000000000E2,1.900000000E1
4.082156085E2,6.506683539E1,2.550981914E1,1.351562282E1,3.100000000E1,5.059999943E0,2.920000076E1,2.075164076E0,2.000000000E0,1.000000000E2,2.000000000E1
4.092168767E2,6.506687738E1,2.550987898E1,1.351560391E1,3.100000000E1,5.059999943E0,3.070000076E1,2.080428356E0,2.000000000E0,1.000000000E2,2.000000000E1
4.101862577E2,6.506691230E1,2.550995484E1,1.351558629E1,3.100000000E1,5.329999924E0,4.429999924E1,2.085750219E0,2.000000000E0,1.000000000E2,1.900000000E1
4.111837481E2,6.506693916E1,2.551004880E1,1.351557013E1,3.100000000E1,5.099999905E0,5.529999924E1,2.091791628E0,2.500000000E0,1.000000000E2,2.000000000E1
4.122012046E2,6.506696829E1,2.551015760E1,1.351555212E1,3.100000000E1,5.339999676E0,5.609999847E1,2.097472803E0,2.500000000E0,1.000000000E2,1.900000000E1
4.132171639E2,6.506699637E1,2.551025885E1,1.351553502E1,3.100000000E1,5.349999905E0,5.520000076E1,2.102764682E0,2.500000000E0,1.000000000E2,1.900000000E1
4.142227406E2,6.506702306E1,2.551035231E1,1.351551897E1,3.100000000E1,5.190000057E0,5.209999847E1,2.108498910E0,2.500000000E0,1.000000000E2,2.000000000E1
4.152356751E2,6.506705370E1,2.551045071E1,1.351550120E1,3.100000000E1,5.239999771E0,5.409999847E1,2.113639195E0,2.500000000E0,1.000000000E2,1.900000000E1
4.162177239E2,6.506708094E1,2.551053931E1,1.351548533E1,3.100000000E1,5.099999905E0,5.320000076E1,2.118233298E0,2.500000000E0,1.000000000E2,1.900000000E1
4.171925342E2,6.506710684E1,2.551061567E1,1.351547081E1,3.100000000E1,5.210000038E0,5.329999924E1,2.123492134E0,2.500000000E0,1.000000000E2,1.900000000E1
4.182186202E2,6.506713257E1,2.551070980E1,1.351545506E1,3.100000000E1,5.190000057E0,5.570000076E1,2.128699613E0,3.000000000E0,1.000000000E2,1.900000000E1
4.192346671E2,6.506715646E1,2.551080535E1,1.351543985E1,3.100000000E1,5.130000114E0,5.709999847E1,2.134315008E0,3.000000000E0,1.000000000E2,1.900000000E1
4.202269342E2,6.506718056E1,2.551091063E1,1.351542387E1,3.100000000E1,4.980000019E0,5.829999924E1,2.139878275E0,2.500000000E0,1.000000000E2,1.900000000E1
4.211613964E2,6.506720331E1,2.551101632E1,1.351540831E1,3.100000000E1,4.940000057E0,5.679999924E1,2.145153497E0,2.500000000E0,1.000000000E2,1.900000000E1
4.222176662E2,6.506722838E1,2.551111188E1,1.251539271E1,3.000000000E1,4.920000076E0,5.420000076E1,2.150513849E0,2.500000000E0,1.000000000E2,1.900000000E1
4.231596718E2,6.506725507E1,2.551120710E1,1.351537657E1,3.100000000E1,4.819999695E0,5.220000076E1,2.155202729E0,2.500000000E0,1.000000000E2,1.900000000E1
4.242116902E2,6.506727569E1,2.551129435E1,1.351536311E1,3.100000000E1,4.829999924E0,5.229999924E1,2.159775468E0,2.500000000E0,1.000000000E2,1.900000000E1
4.252365435E2,6.506730088E1,2.551137147E1,1.351534881E1,3.100000000E1,4.759999752E0,5.059999847E1,2.164492256E0,2.500000000E0,1.000000000E2,1.800000000E1
4.262330805E2,6.506732691E1,2.551145093E1,1.351533406E1,3.100000000E1,4.799999714E0,5.300000000E1,2.169106195E0,2.500000000E0,1.000000000E2,1.900000000E1
4.271930959E2,6.506735100E1,2.551153106E1,1.451531992E1,3.200000000E1,4.819999695E0,5.370000076E1,2.173768524E0,2.500000000E0,1.000000000E2,1.900000000E1
4.282146612E2,6.506737632E1,2.551161035E1,1.451530543E1,3.200000000E1,5.079999924E0,5.220000076E1,2.178513648E0,2.500000000E0,1.000000000E2,1.900000000E1
4.292125317E2,6.506740071E1,2.551169341E1,1.451529099E1,3.200000000E1,4.929999828E0,5.440000153E1,2.182996736E0,2.000000000E0,1.000000000E2,1.900000000E1
4.302349602E2,6.506742397E1,2.551177153E1,1.451527730E1,3.200000000E1,4.659999847E0,5.120000076E1,2.188010546E0,2.000000000E0,1.000000000E2,1.900000000E1
4.312405045E2,6.506745125E1,2.551185669E1,1.551526171E1,3.300000000E1,4.969999790E0,4.929999924E1,2.192929313E0,2.000000000E0,1.000000000E2,1.900000000E1
4.322245631E2,6.506747690E1,2.551194219E1,1.551524667E1,3.300000000E1,5.039999962E0,5.029999924E1,2.198264143E0,2.000000000E0,1.000000000E2,1.800000000E1
4.332345094E2,6.506750263E1,2.551203825E1,1.551523084E1,3.300000000E1,5.159999847E0,5.440000153E1,2.203506083E0,2.000000000E0,1.000000000E2,1.900000000E1
4.342339732E2,6.506752941E1,2.551213028E1,1.551521494E1,3.300000000E1,5.239999771E0,5.379999924E1,2.208322468E0,2.000000000E0,1.000000000E2,1.800000000E1
4.352322880E2,6.506755657E1,2.551221033E1,1.551519978E1,3.300000000E1,5.230000019E0,5.150000000E1,2.213174291E0,2.000000000E0,1.000000000E2,1.900000000E1
4.362361710E2,6.506758415E1,2.551229054E1,1.551518448E1,3.300000000E1,5.139999866E0,5.100000000E1,2.217984984E0,2.000000000E0,1.000000000E2,1.800000000E1
4.372234143E2,6.506761118E1,2.551237067E1,1.551516936E1,3.300000000E1,4.940000057E0,5.000000000E1,2.222205770E0,2.500000000E0,1.000000000E2,1.800000000E1
4.382231831E2,6.506763523E1,2.551244033E1,1.551515604E1,3.300000000E1,5.139999866E0,4.879999924E1,2.226879935E0,2.500000000E0,1.000000000E2,1.700000000E1
4.392165107E2,6.506766201E1,2.551251719E1,1.551514126E1,3.300000000E1,4.739999771E0,5.020000076E1,2.231813786E0,2.500000000E0,1.000000000E2,1.800000000E1
4.402178974E2,6.506768310E1,2.551260981E1,1.551512730E1,3.300000000E1,4.429999828E0,5.809999847E1,2.236358897E0,2.500000000E0,1.000000000E2,1.800000000E1
4.412198665E2,6.506768465E1,2.551270670E1,1.651511975E1,3.400000000E1,4.190000057E0,7.609999847E1,2.240272153E0,3.000000000E0,1.000000000E2,1.800000000E1
4.422082938E2,6.506768481E1,2.551279019E1,1.651511365E1,3.400000000E1,4.569999695E0,8.969999695E1,2.244341659E0,2.500000000E0,1.000000000E2,1.800000000E1
4.432203507E2,6.506770330E1,2.551286512E1,1.651510187E1,3.400000000E1,4.739999771E0,5.929999924E1,2.249393812E0,2.500000000E0,1.000000000E2,1.800000000E1
4.442204076E2,6.506773561E1,2.551294089E1,1.751508528E1,3.500000000E1,4.789999962E0,4.179999924E1,2.254248234E0,2.500000000E0,1.000000000E2,1.800000000E1
4.452087920E2,6.506776997E1,2.551300476E1,1.751506884E1,3.500000000E1,4.819999695E0,3.229999924E1,2.259521558E0,2.500000000E0,1.000000000E2,1.800000000E1
4.462054998E2,6.506780933E1,2.551306754E1,1.851505078E1,3.600000000E1,4.420000076E0,2.670000076E1,2.263831873E0,2.500000000E0,1.000000000E2,1.800000000E1
4.472010808E2,6.506784013E1,2.551312337E1,1.851503616E1,3.600000000E1,4.859999657E0,2.989999962E1,2.268540431E0,2.500000000E0,1.000000000E2,1.800000000E1
4.482202790E2,6.506787613E1,2.551317626E1,1.851501997E1,3.600000000E1,4.880000114E0,3.060000038E1,2.273692745E0,2.500000000E0,1.000000000E2,1.800000000E1
4.492207625E2,6.506791402E1,2.551323954E1,1.951500238E1,3.700000000E1,4.769999981E0,3.079999924E1,2.278738038E0,2.500000000E0,1.000000000E2,1.800000000E1
4.502136185E2,6.506795178E1,2.551329922E1,1.951498510E1,3.700000000E1,4.769999981E0,3.220000076E1,2.283619927E0,2.500000000E0,1.000000000E2,1.800000000E1
4.512213977E2,6.506798891E1,2.551335479E1,1.851496834E1,3.600000000E1,4.819999695E0,3.259999847E1,2.288241759E0,2.500000000E0,1.000000000E2,1.800000000E1
4.522107009E2,6.506802491E1,2.551340408E1,1.851495242E1,3.600000000E1,5.039999962E0,3.270000076E1,2.292859351E0,2.500000000E0,1.000000000E2,1.800000000E1
4.532143338E2,6.506806049E1,2.551345487E1,1.851493654E1,3.600000000E1,5.019999981E0,3.300000000E1,2.297908691E0,2.500000000E0,1.000000000E2,1.800000000E1
4.542282404E2,6.506809909E1,2.551351162E1,1.951491920E1,3.700000000E1,4.779999733E0,3.089999962E1,2.303004182E0,2.500000000E0,1.000000000E2,1.800000000E1
4.552256551E2,6.506813983E1,2.551356141E1,1.951490163E1,3.700000000E1,4.779999733E0,2.810000038E1,2.308212891E0,2.500000000E0,1.000000000E2,1.800000000E1
4.561782919E2,6.506818014E1,2.551361798E1,1.951488372E1,3.700000000E1,4.920000076E0,3.089999962E1,2.314095587E0,2.500000000E0,1.000000000E2,1.800000000E1
4.572331206E2,6.506822431E1,2.551368705E1,1.951486359E1,3.700000000E1,5.019999981E0,3.129999924E1,2.319889148E0,2.500000000E0,1.000000000E2,1.800000000E1
4.582080371E2,6.506826404E1,2.551376701E1,2.051484420E1,3.800000000E1,5.109999657E0,3.179999924E1,2.325142386E0,2.500000000E0,1.000000000E2,1.800000000E1
4.592089074E2,6.506830436E1,2.551382544E1,2.051482617E1,3.800000000E1,5.119999886E0,3.129999924E1,2.330285230E0,2.500000000E0,1.000000000E2,1.800000000E1
4.601976460E2,6.506834342E1,2.551388419E1,1.951480854E1,3.700000000E1,5.400000095E0,3.209999847E1,2.336062401E0,2.000000000E0,1.000000000E2,1.800000000E1
4.612075731E2,6.506839070E1,2.551393532E1,1.951478866E1,3.700000000E1,5.500000000E0,2.529999924E1,2.341818731E0,2.500000000E0,1.000000000E2,1.800000000E1
4.622285397E2,6.506843755E1,2.551398754E1,1.951476884E1,3.700000000E1,5.359999657E0,3.129999924E1,2.347310949E0,2.500000000E0,1.000000000E2,1.800000000E1
4.631906120E2,6.506847820E1,2.551405409E1,1.851475012E1,3.600000000E1,5.480000019E0,3.600000000E1,2.352439146E0,2.500000000E0,1.000000000E2,1.800000000E1
4.642253541E2,6.506851353E1,2.551412442E1,1.851473296E1,3.600000000E1,4.880000114E0,4.059999847E1,2.357656245E0,2.500000000E0,1.000000000E2,1.800000000E1
4.652261542E2,6.506854949E1,2.551419592E1,1.951471551E1,3.700000000E1,4.920000076E0,3.500000000E1,2.363277966E0,2.500000000E0,1.000000000E2,1.700000000E1
4.662366256E2,6.506859224E1,2.551425995E1,1.851469627E1,3.600000000E1,5.269999981E0,3.300000000E1,2.368199326E0,2.500000000E0,1.000000000E2,1.600000000E1
4.672171655E2,6.506862828E1,2.551432089E1,1.851467955E1,3.600000000E1,4.960000038E0,3.609999847E1,2.373036122E0,2.500000000E0,1.000000000E2,1.700000000E1
4.682105723E2,6.506866336E1,2.551438191E1,1.851466316E1,3.600000000E1,4.929999828E0,3.479999924E1,2.378240417E0,2.500000000E0,1.000000000E2,1.700000000E1
4.692213797E2,6.506870301E1,2.551444092E1,1.751464535E1,3.500000000E1,4.960000038E0,3.400000000E1,2.383231177E0,2.500000000E0,1.000000000E2,1.700000000E1
4.702128207E2,6.506874194E1,2.551449389E1,1.751462822E1,3.500000000E1,4.949999809E0,3.329999924E1,2.388405792E0,2.500000000E0,1.000000000E2,1.800000000E1
4.712102602E2,6.506878192E1,2.551455039E1,1.751461049E1,3.500000000E1,4.849999905E0,2.860000038E1,2.393553751E0,2.500000000E0,1.000000000E2,1.700000000E1
4.722267439E2,6.506882278E1,2.551460202E1,1.851459280E1,3.600000000E1,4.299999714E0,2.850000000E1,2.398060424E0,2.500000000E0,1.000000000E2,1.800000000E1
4.732217798E2,6.506885815E1,2.551464896E1,1.851457734E1,3.600000000E1,3.779999971E0,3.089999962E1,2.401851379E0,2.500000000E0,1.000000000E2,1.700000000E1
4.742202111E2,6.506888653E1,2.551469380E1,1.851456442E1,3.600000000E1,3.559999943E0,3.300000000E1,2.405348718E0,2.500000000E0,1.000000000E2,1.800000000E1
4.752173261E2,6.506891276E1,2.551473496E1,1.951455250E1,3.700000000E1,3.079999924E0,2.900000000E1,2.408317983E0,2.500000000E0,1.000000000E2,1.700000000E1
4.762165194E2,6.506893611E1,2.551476572E1,1.951454231E1,3.700000000E1,2.529999971E0,2.320000076E1,2.411189155E0,3.000000000E0,1.000000000E2,1.800000000E1
4.772154451E2,6.506896071E1,2.551478432E1,1.951453256E1,3.700000000E1,2.500000000E0,1.019999981E1,2.414002732E0,3.000000000E0,1.000000000E2,1.800000000E1
4.782147233E2,6.506898543E1,2.551479707E1,1.951452319E1,3.700000000E1,2.429999828E0,5.000000000E0,2.417222119E0,3.000000000E0,1.000000000E2,1.800000000E1
4.792324366E2,6.506901410E1,2.551480670E1,1.951451269E1,3.700000000E1,3.089999914E0,3.597999878E2,2.421127306E0,3.000000000E0,1.000000000E2,1.700000000E1
4.802139871E2,6.506904922E1,2.551480662E1,1.951450067E1,3.700000000E1,3.480000019E0,1.200000048E0,2.425267133E0,3.000000000E0,1.000000000E2,1.800000000E1
4.812285701E2,6.506908589E1,2.551482188E1,1.951448703E1,3.700000000E1,3.750000000E0,2.500000000E0,2.429488054E0,3.000000000E0,1.000000000E2,1.800000000E1
4.822165526E2,6.506912348E1,2.551483436E1,1.951447328E1,3.700000000E1,3.919999838E0,6.999999881E-1,2.434075048E0,3.000000000E0,1.000000000E2,1.600000000E1
4.832122477E2,6.506916443E1,2.551484627E1,1.951445841E1,3.700000000E1,4.059999943E0,2.400000095E0,2.438736351E0,3.000000000E0,1.000000000E2,1.800000000E1
4.842239152E2,6.506920516E1,2.551486974E1,1.951444280E1,3.700000000E1,4.789999962E0,3.700000048E0,2.444847730E0,3.000000000E0,1.000000000E2,1.800000000E1
4.852324082E2,6.506925923E1,2.551489321E1,1.951442263E1,3.700000000E1,5.369999886E0,5.699999809E0,2.451734671E0,3.000000000E0,1.000000000E2,1.800000000E1
4.862147019E2,6.506932075E1,2.551491014E1,1.951440037E1,3.700000000E1,6.679999828E0,5.500000000E0,2.459431360E0,3.000000000E0,1.000000000E2,1.800000000E1
4.872330918E2,6.506938986E1,2.551490092E1,1.951437738E1,3.700000000E1,6.869999886E0,3.586000061E2,2.467601534E0,3.000000000E0,1.000000000E2,1.800000000E1
4.882078592E2,6.506946282E1,2.551488038E1,1.951435387E1,3.700000000E1,6.879999638E0,3.590000000E2,2.474508716E0,3.000000000E0,1.000000000E2,1.800000000E1
4.892224895E2,6.506952493E1,2.551487803E1,1.851433278E1,3.600000000E1,6.899999619E0,4.000000060E-1,2.481196505E0,3.000000000E0,1.000000000E2,1.800000000E1
4.902204423E2,6.506958507E1,2.551487979E1,1.851431208E1,3.600000000E1,6.690000057E0,2.500000000E0,2.488325600E0,3.000000000E0,1.000000000E2,1.600000000E1
4.912239700E2,6.506964890E1,2.551486546E1,1.851429125E1,3.600000000E1,6.679999828E0,1.899999976E0,2.494939513E0,3.000000000E0,1.000000000E2,1.800000000E1
4.922358007E2,6.506970837E1,2.551486278E1,1.951427109E1,3.700000000E1,6.150000095E0,3.598999939E2,2.501315321E0,3.000000000E0,1.000000000E2,1.700000000E1
4.932228266E2,6.506976570E1,2.551486488E1,1.951425132E1,3.700000000E1,6.319999695E0,6.999999881E-1,2.508021851E0,3.000000000E0,1.000000000E2,1.800000000E1
4.942204560E2,6.506982601E1,2.551486295E1,1.951423081E1,3.700000000E1,6.349999905E0,3.597999878E2,2.514273863E0,3.000000000E0,1.000000000E2,1.700000000E1
4.952230470E2,6.506988167E1,2.551488189E1,1.851421043E1,3.600000000E1,6.199999809E0,2.700000048E0,2.520420540E0,3.000000000E0,1.000000000E2,1.800000000E1
4.962372605E2,6.506993686E1,2.551488910E1,1.851419103E1,3.600000000E1,6.250000000E0,4.900000095E0,2.527113469E0,3.000000000E0,1.000000000E2,1.800000000E1
4.972103029E2,6.506999596E1,2.551491626E1,1.851416889E1,3.600000000E1,6.929999828E0,1.060000038E1,2.534257504E0,3.000000000E0,1.000000000E2,1.800000000E1
4.982240162E2,6.507005752E1,2.551495984E1,1.851414475E1,3.600000000E1,6.589999676E0,1.260000038E1,2.541323621E0,3.000000000E0,1.000000000E2,1.800000000E1
