"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.945754202E1,-1.123969555E0,1.647968292E0,1.722802758E0,2.635745890E0
4.946554339E1,-1.119638562E0,2.437840939E0,1.672337413E0,3.161229409E0
4.947354292E1,-9.942189455E-1,3.304830074E0,8.948950768E-1,3.565278437E0
4.948154300E1,-1.437169909E-1,3.415918827E0,2.804706097E-1,3.430425596E0
4.948954261E1,2.061484098E0,2.517426014E0,-6.726445556E-1,3.322589521E0
4.949754167E1,3.832272768E0,1.266242027E0,-1.808354259E0,4.422649496E0
4.950554003E1,5.137054443E0,-9.494743347E-1,-2.545952320E0,5.811428661E0
4.951354061E1,7.265026569E0,-4.378601074E0,-3.148075104E0,9.047824892E0
4.952154054E1,9.680147171E0,-7.368187904E0,-3.074208260E0,1.254775672E1
4.952954112E1,1.135643005E1,-9.310479164E0,7.569909096E-2,1.468534154E1
4.953754073E1,1.152729321E1,-9.598775864E0,5.239964962E0,1.588937442E1
4.954553850E1,9.479121208E0,-7.288264275E0,7.751516819E0,1.424986133E1
4.955353780E1,7.365106583E0,-3.446527481E0,5.723260880E0,9.943795138E0
4.956153807E1,5.888689518E0,3.681764603E-1,1.802975655E0,6.169516947E0
4.956953518E1,5.194268703E0,2.241374493E0,-7.064876556E-1,5.701167581E0
4.957753221E1,4.559762001E0,3.453342915E0,-2.691859245E0,6.321638473E0
4.958553229E1,4.158048630E0,4.316702366E0,-3.967650652E0,7.187874472E0
4.959353343E1,3.921835423E0,5.147492886E0,-4.752358437E0,8.028847165E0
4.960153565E1,3.906229973E0,5.533861637E0,-4.834389687E0,8.321873639E0
4.960953741E1,3.799481630E0,5.360048771E0,-4.916504383E0,8.205985549E0
4.961753850E1,3.623512983E0,4.620638371E0,-5.120194912E0,7.790798497E0
4.962554007E1,3.506165266E0,3.626291752E0,-5.192309856E0,7.239010180E0
4.963354241E1,3.550778151E0,2.606422901E0,-5.109894753E0,6.746294553E0
4.964154483E1,3.542013168E0,1.895662308E0,-4.955631733E0,6.379473234E0
4.964954585E1,3.196733713E0,9.625511169E-1,-4.718370438E0,5.780019954E0
4.965754632E1,3.119383335E0,3.721017838E-1,-4.562985897E0,5.539842274E0
4.966554792E1,3.341153860E0,3.301553726E-1,-4.523745060E0,5.633522970E0
4.967354983E1,3.015403509E0,5.678081512E-2,-4.527249336E0,5.439840893E0
4.968154757E1,2.339933634E0,-5.141677856E-1,-4.403917313E0,5.013396615E0
4.968954784E1,1.942348123E0,-8.270759583E-1,-4.205714703E0,4.705826923E0
4.969754952E1,1.646427870E0,-1.192952156E0,-3.991080523E0,4.479127517E0
4.970555327E1,1.355223417E0,-1.473137856E0,-3.806809187E0,4.300995447E0
4.971355702E1,9.853585958E-1,-1.782905579E0,-3.598117352E0,4.134746950E0
4.972156038E1,5.954536200E-1,-1.993004799E0,-3.528346062E0,4.095834356E0
4.972956440E1,1.422868967E-1,-2.137471199E0,-3.553411007E0,4.149187688E0
4.973756401E1,-3.845572472E-1,-2.251518250E0,-3.737546444E0,4.380236538E0
4.974556253E1,-1.256269097E0,-2.484547615E0,-3.615101337E0,4.562909880E0
4.975356175E1,-2.149774075E0,-2.617831230E0,-2.623059750E0,4.284274894E0
4.976156413E1,-2.993167877E0,-2.512538910E0,-1.062006950E0,4.049662267E0
4.976956948E1,-3.577342510E0,-2.177827835E0,7.724168301E-1,4.258748792E0
4.977757292E1,-3.982315540E0,-1.660924911E0,2.819729328E0,5.154452649E0
4.978557471E1,-4.030911922E0,-8.915557861E-1,4.405417442E0,6.037451904E0
4.979357557E1,-3.768220901E0,-1.670951843E-1,5.305524826E0,6.509685341E0
4.980157710E1,-3.257073879E0,5.508565903E-1,5.365186691E0,6.300571519E0
4.980957784E1,-2.758969069E0,9.645547867E-1,4.688562870E0,5.524934212E0
4.981758096E1,-2.191959143E0,1.142398834E0,3.514485836E0,4.296669719E0
4.982558487E1,-1.788400888E0,1.090794563E0,2.409795046E0,3.193011538E0
4.983358800E1,-1.318100452E0,9.206628799E-1,1.357292056E0,2.104103293E0
4.984159089E1,-9.702113271E-1,5.394029617E-1,7.093962431E-1,1.317387037E0
4.984959413E1,-5.826014280E-1,2.736186981E-2,2.484223843E-1,6.339454053E-1
4.985759600E1,-2.769836187E-1,-4.770975113E-1,6.370878220E-2,5.553384277E-1
4.986559827E1,7.537662983E-2,-1.092487335E0,2.700419426E-1,1.127888676E0
4.987360022E1,4.448391199E-1,-1.488822937E0,8.532131910E-1,1.772695216E0
4.988160233E1,7.767398357E-1,-1.699289322E0,1.677423596E0,2.510907982E0
4.988960401E1,8.739624023E-1,-1.684333801E0,2.399804831E0,3.059387824E0
4.989760569E1,7.297565937E-1,-1.476988792E0,3.032146931E0,3.450790574E0
4.990560729E1,4.614228010E-1,-1.156424522E0,3.322140694E0,3.547794733E0
4.991360757E1,9.040117264E-2,-9.089326859E-1,3.126892090E0,3.257573505E0
4.992160592E1,-1.550356150E-1,-6.397933960E-1,2.451848507E0,2.538687206E0
4.992960749E1,-4.101346731E-1,-5.084667206E-1,1.840320945E0,1.952826166E0
4.993760964E1,-5.906476974E-1,-3.814249039E-1,1.248088598E0,1.432506478E0
4.994561061E1,-6.807502508E-1,-3.120470047E-1,9.224750996E-1,1.188172776E0
4.995361065E1,-7.332919836E-1,-2.193574905E-1,7.068173885E-1,1.041837637E0
4.996160956E1,-7.352608442E-1,-1.656789780E-1,6.288926601E-1,9.816129638E-1
4.996960968E1,-7.156018019E-1,-1.655855179E-1,6.750550270E-1,9.975990137E-1
4.997761167E1,-6.895791292E-1,-2.141742706E-1,7.770988941E-1,1.060788709E0
4.998561573E1,-6.104705334E-1,-3.113460541E-1,8.907768726E-1,1.123874581E0
4.999361874E1,-5.034400225E-1,-4.091920853E-1,9.864010811E-1,1.180625729E0
5.000162038E1,-4.123470783E-1,-5.272502899E-1,1.035764456E0,1.233219765E0
5.000962362E1,-3.278647661E-1,-6.271982193E-1,1.076977730E0,1.288702426E0
5.001762483E1,-2.782903910E-1,-7.138671875E-1,1.095942736E0,1.337214412E0
5.002562827E1,-2.583645582E-1,-8.066921234E-1,1.055342674E0,1.353237816E0
5.003363065E1,-2.385871410E-1,-9.247121811E-1,1.051105976E0,1.420154997E0
5.004163468E1,-2.654178143E-1,-9.576168060E-1,1.116997719E0,1.495045306E0
5.004963554E1,-2.335848808E-1,-1.048847198E0,1.257122517E0,1.653783349E0
5.005763608E1,-1.902225018E-1,-1.112401962E0,1.443545818E0,1.832333828E0
5.006563636E1,-1.640958786E-1,-1.162349701E0,1.718645573E0,2.081280108E0
5.007363651E1,-1.412270069E-1,-1.179222107E0,2.109780788E0,2.421091659E0
5.008163757E1,-1.326916218E-1,-1.128905296E0,2.552429438E0,2.794088450E0
5.008963741E1,-1.349289417E-1,-1.058228493E0,3.043202400E0,3.224768862E0
5.009763698E1,-6.948304176E-2,-9.711818695E-1,3.387121439E0,3.524289114E0
5.010563948E1,-4.761934280E-3,-9.200754166E-1,3.616179228E0,3.731395671E0
5.011364233E1,2.691769600E-2,-9.199485779E-1,3.641908884E0,3.756398577E0
5.012164272E1,9.292387962E-2,-9.370841980E-1,3.502435446E0,3.626818950E0
5.012964151E1,2.239582539E-1,-9.102592468E-1,3.287637949E0,3.418668232E0
5.013764315E1,4.833810329E-1,-8.453540802E-1,3.101292133E0,3.250583585E0
5.014564647E1,7.131018639E-1,-8.004236221E-1,3.011682510E0,3.196783350E0
5.015364886E1,9.886784554E-1,-7.664718628E-1,3.072186232E0,3.317121108E0
5.016165073E1,1.216942787E0,-7.481937408E-1,3.223632812E0,3.525982435E0
5.016965042E1,1.420730829E0,-6.301555634E-1,3.468672752E0,3.800955510E0
5.017765202E1,1.430010319E0,-8.749742508E-1,3.629076004E0,3.997587034E0
5.018564979E1,1.185619831E0,-1.727788925E0,3.625902653E0,4.187853746E0
5.019364979E1,8.778998852E-1,-2.873792648E0,3.371701241E0,4.516388120E0
5.020165159E1,7.036509514E-1,-3.966020584E0,2.877222061E0,4.950035427E0
5.020965382E1,4.385356903E-1,-4.988608360E0,2.162555695E0,5.454830342E0
5.021765448E1,-6.240367889E-2,-5.671716690E0,1.533900976E0,5.875807743E0
5.022565343E1,-1.011555552E0,-6.137822151E0,1.134144306E0,6.323162872E0
5.023365159E1,-1.930937052E0,-6.379458427E0,1.155005455E0,6.764617160E0
5.024165061E1,-2.990731001E0,-6.599449158E0,1.722933173E0,7.447529780E0
5.024965124E1,-3.948072672E0,-6.735739708E0,2.876597881E0,8.320593885E0
5.025765218E1,-4.882837296E0,-6.461273193E0,5.122514248E0,9.582812925E0
5.026565077E1,-5.178462029E0,-5.760579109E0,7.600224972E0,1.085191966E1
5.027364909E1,-4.686519623E0,-4.632077217E0,1.003708458E1,1.200677610E1
5.028164858E1,-3.537165880E0,-3.544911385E0,1.022513294E1,1.138557345E1
5.028964921E1,-1.901414752E0,-2.302204132E0,8.598481178E0,9.102164605E0
5.029765093E1,-6.956861019E-1,-1.348109245E0,6.533490181E0,6.707299877E0
5.030565319E1,2.148673534E-1,-4.153203964E-1,4.127746582E0,4.154148632E0
5.031365389E1,8.502621651E-1,2.410678864E-1,2.034305334E0,2.217985047E0
5.032165085E1,1.225236416E0,5.863170624E-1,3.203344345E-2,1.358675132E0
5.032965014E1,1.135755062E0,3.359565735E-1,-1.099312782E0,1.615950177E0
5.033765081E1,8.456578255E-1,-2.867126465E-1,-1.964201450E0,2.157644233E0
5.034565300E1,6.343715191E-1,-1.124482155E0,-2.665063143E0,2.961325530E0
5.035365452E1,8.304929733E-1,-1.813132286E0,-2.863592863E0,3.489603323E0
5.036165503E1,1.364175320E0,-2.491979599E0,-2.915287018E0,4.070606223E0
5.036965604E1,1.828610659E0,-3.097907066E0,-3.096336842E0,4.746382514E0
5.037765889E1,2.350722313E0,-3.619906425E0,-3.330559015E0,5.451810825E0
5.038566225E1,2.694525480E0,-3.845725060E0,-3.698091030E0,5.977118542E0
5.039366503E1,2.849529982E0,-4.008535385E0,-4.063883781E0,6.379916021E0
5.040166780E1,2.806422710E0,-4.130690575E0,-4.428798676E0,6.674793687E0
5.040966733E1,2.432317257E0,-4.197154045E0,-5.174546242E0,7.092827231E0
5.041766780E1,2.064283848E0,-3.618529320E0,-5.928556442E0,7.245881846E0
5.042567182E1,1.447892904E0,-2.940209389E0,-6.916997910E0,7.654154767E0
5.043367682E1,3.993332386E-1,-2.633103371E0,-7.957237244E0,8.391086041E0
5.044168159E1,-9.340833426E-1,-2.370196342E0,-8.263824463E0,8.647608753E0
5.044968346E1,-1.502962470E0,-1.713561058E0,-6.637145996E0,7.017613174E0
5.045768331E1,-9.019804001E-1,-4.660654068E-1,-2.313460588E0,2.526437314E0
5.046568100E1,-1.037616611E0,7.260704041E-2,-4.013466835E-2,1.040927857E0
5.047368147E1,-8.254080415E-1,3.944864273E-1,1.092633128E0,1.425049167E0
5.048168038E1,-5.912458897E-2,6.233482361E-1,1.166026831E0,1.323509467E0
5.048968069E1,9.282867908E-1,8.252325058E-1,9.941011667E-1,1.590899803E0
5.049768175E1,2.063561440E0,1.133370399E0,6.011388302E-1,2.429852294E0
5.050568268E1,2.868016720E0,1.428194046E0,1.856948137E-1,3.209320910E0
5.051368409E1,3.371982098E0,1.685636520E0,-1.411080360E-2,3.769858467E0
5.052168323E1,3.489188910E0,1.843957901E0,-7.354170084E-1,4.014406328E0
5.052968202E1,3.625669956E0,1.998901844E0,-1.663862705E0,4.462009672E0
5.053768073E1,3.821937799E0,2.227666378E0,-2.221237421E0,4.950111283E0
5.054567999E1,3.853107929E0,2.501397133E0,-2.876408815E0,5.420069742E0
5.055367987E1,3.749228954E0,2.527786255E0,-3.663774490E0,5.819764997E0
5.056167874E1,3.700778961E0,2.714218140E0,-4.185683727E0,6.211496864E0
5.056967800E1,3.613352299E0,2.869581699E0,-4.512179375E0,6.453725798E0
5.057767628E1,3.222055912E0,2.976736546E0,-4.761638641E0,6.474241833E0
5.058567565E1,2.694314241E0,2.971628666E0,-4.715928078E0,6.191113292E0
5.059367510E1,2.006236076E0,2.892617702E0,-4.807625771E0,5.958647994E0
5.060167561E1,1.488448858E0,2.851232052E0,-5.100376129E0,6.029829258E0
5.060967643E1,1.032444835E0,2.856946468E0,-5.451194763E0,6.240481536E0
5.061767835E1,6.796429157E-1,2.900006771E0,-5.501994133E0,6.256508068E0
5.062568022E1,3.981658220E-1,2.883182049E0,-5.133351326E0,5.901065208E0
5.063368132E1,1.610454619E-1,2.883198261E0,-4.608667374E0,5.438619569E0
5.064168378E1,1.025152206E-1,2.985674381E0,-4.284194946E0,5.222938562E0
5.064968561E1,2.454261184E-1,3.176105499E0,-3.930368900E0,5.059217312E0
5.065768948E1,5.023734570E-1,3.372532845E0,-3.548792601E0,4.921410956E0
5.066569550E1,8.089888096E-1,3.565238953E0,-3.058310032E0,4.766408704E0
5.067369991E1,1.101259351E0,3.643847466E0,-2.583976030E0,4.600796522E0
5.068170300E1,1.375230432E0,3.646521568E0,-1.987508416E0,4.374764907E0
5.068970663E1,1.549359798E0,3.525850296E0,-1.281842351E0,4.058972272E0
5.069770819E1,1.725724936E0,3.276934624E0,-1.369543076E-1,3.706100857E0
5.070571003E1,1.853205085E0,2.937775135E0,9.816203117E-1,3.609497232E0
5.071371323E1,1.779233098E0,2.450329781E0,2.359354734E0,3.838794240E0
5.072171651E1,1.437588334E0,1.838195324E0,3.367906570E0,4.097367073E0
5.072972042E1,7.495890856E-1,9.529619217E-1,4.117157459E0,4.291969917E0
5.073772456E1,7.339537144E-3,1.259145737E-1,3.997001648E0,3.998991188E0
5.074572753E1,-9.251540899E-1,-6.947097778E-1,3.135049105E0,3.341715825E0
5.075373046E1,-1.884402752E0,-1.397326469E0,2.311750174E0,3.293582223E0
5.076173221E1,-2.703874350E0,-1.968760490E0,1.461458445E0,3.650043171E0
5.076973479E1,-3.424627066E0,-2.543531418E0,5.828051567E-1,4.305494683E0
5.077773546E1,-3.719404936E0,-2.987613678E0,2.796473503E-1,4.778913183E0
5.078573827E1,-3.580402136E0,-3.335970879E0,5.146613121E-1,4.920656198E0
5.079374280E1,-2.878125906E0,-3.275190353E0,1.255269289E0,4.537199750E0
5.080174577E1,-1.966551185E0,-3.001680374E0,1.906764984E0,4.063638928E0
5.080974714E1,-1.442095876E0,-2.820199966E0,1.952432156E0,3.720908449E0
5.081775093E1,-8.481637239E-1,-2.318325996E0,1.528477907E0,2.903491319E0
5.082575557E1,-3.304255605E-1,-1.673466682E0,1.495622158E0,2.268602528E0
5.083376120E1,1.363362372E-1,-6.609592438E-1,1.454684973E0,1.603609386E0
5.084176413E1,3.287046850E-1,4.933919907E-1,1.253760815E0,1.386866470E0
5.084976893E1,3.137046993E-1,1.779516220E0,1.890627861E0,2.615255690E0
5.085777671E1,3.226850331E-1,2.597835541E0,2.268009424E0,3.463631313E0
5.086578100E1,9.513251185E-1,3.135089397E0,1.280146360E0,3.517467799E0
5.087378565E1,2.256674767E0,3.277602673E0,-9.232372046E-1,4.085049231E0
5.088179046E1,4.495352268E0,2.660952568E0,-3.356666565E0,6.209353510E0
5.088979475E1,6.383232594E0,1.230141640E0,-4.468317509E0,7.888267754E0
5.089779983E1,7.698290348E0,-1.538762093E0,-5.252628803E0,9.445717146E0
5.090580471E1,9.497313499E0,-4.661691666E0,-5.843158722E0,1.208605960E1
5.091380679E1,1.126724529E1,-5.849790573E0,-1.297029495E0,1.276139302E1
5.092180835E1,1.093119240E1,-6.231875420E0,7.061829567E0,1.442902198E1
5.092981139E1,8.560429573E0,-6.921073914E0,8.479269981E0,1.389533152E1
5.093781671E1,6.423241615E0,-5.484610558E0,5.142637730E0,9.888665665E0
5.094582108E1,5.117003441E0,-2.814445496E0,1.120355725E0,5.946429568E0
5.095382843E1,4.155541420E0,-4.570388794E-1,-2.372735262E0,4.807003396E0
5.096183768E1,3.615344524E0,7.056550980E-1,-4.146665573E0,5.546485421E0
5.096984214E1,2.944152832E0,1.177823067E0,-5.131083012E0,6.031858416E0
5.097784323E1,2.314203978E0,1.545819283E0,-5.583765507E0,6.238872858E0
5.098584620E1,1.770343781E0,1.772715569E0,-6.082133770E0,6.577916751E0
5.099385026E1,1.658022881E0,1.680477142E0,-6.185256481E0,6.620456256E0
5.100185608E1,1.504410386E0,1.551874161E0,-6.492525578E0,6.842839498E0
5.100986085E1,1.371330738E0,1.424723625E0,-6.822834492E0,7.103622731E0
5.101786616E1,1.261157393E0,1.178316116E0,-7.080443859E0,7.287772779E0
5.102587155E1,1.058572412E0,8.984212875E-1,-7.193851471E0,7.326611450E0
5.103387624E1,7.505187988E-1,6.512012482E-1,-7.004175663E0,7.074306910E0
5.104188092E1,6.472527981E-1,6.037111282E-1,-6.752009392E0,6.809774896E0
5.104988167E1,6.100082397E-1,7.412366867E-1,-6.413647175E0,6.485091515E0
5.105788581E1,5.250248909E-1,8.383655548E-1,-6.186486721E0,6.265071898E0
5.106588827E1,1.133952141E-1,5.217504501E-1,-6.102912903E0,6.126224605E0
5.107389405E1,-5.363806486E-1,-1.741008759E-1,-5.969452381E0,5.996030107E0
5.108189983E1,-8.658910990E-1,-6.219387054E-1,-5.553455353E0,5.654859990E0
5.108990581E1,-1.318487644E0,-1.108391762E0,-5.107456684E0,5.390088658E0
5.109791475E1,-1.717826128E0,-1.758011818E0,-4.698791981E0,5.302846239E0
5.110592081E1,-2.152608156E0,-2.629299164E0,-4.188795090E0,5.393787192E0
5.111392721E1,-2.304512501E0,-3.931206703E0,-3.221904755E0,5.580845300E0
5.112193178E1,-3.783624172E0,-4.951031685E0,-1.535017014E0,6.417538769E0
5.112993495E1,-5.191347122E0,-5.467754364E0,6.410618424E-1,7.566860843E0
5.113793659E1,-5.819164753E0,-5.106063843E0,3.928267479E0,8.681350804E0
5.114593804E1,-5.539257526E0,-3.774112701E0,7.129078865E0,9.785247370E0
5.115393804E1,-4.807183266E0,-2.135629654E0,9.284164429E0,1.067078414E1
5.116193788E1,-3.619477034E0,-7.763557434E-1,9.603425980E0,1.029218795E1
5.116993991E1,-2.153807402E0,6.924152374E-1,7.838519096E0,8.158474539E0
5.117794190E1,-1.330969214E0,1.293551445E0,5.825582027E0,6.114095219E0
5.118594120E1,-1.040821195E0,1.571228027E0,3.563164234E0,4.030906304E0
5.119394284E1,-6.272747517E-1,1.500931740E0,2.116245985E0,2.669225875E0
5.120194280E1,1.256647110E-1,1.463798523E0,9.962880611E-1,1.775130315E0
5.120994128E1,8.116762638E-1,1.342861176E0,5.913871527E-1,1.676852187E0
5.121794073E1,1.112780094E0,1.128321648E0,7.600076199E-1,1.757555365E0
5.122594089E1,1.158923388E0,8.222026825E-1,1.266604424E0,1.903525002E0
5.123394272E1,1.274356842E0,6.167144775E-1,1.809707880E0,2.297686819E0
5.124194507E1,1.388114214E0,4.354705811E-1,2.250442982E0,2.679736799E0
5.124994565E1,1.396154642E0,2.828760147E-1,2.430058479E0,2.816815727E0
5.125794710E1,1.287846804E0,6.748867035E-2,2.426811218E0,2.748184273E0
5.126595026E1,1.186041117E0,-9.086799622E-2,2.243918896E0,2.539709144E0
5.127395042E1,1.088953495E0,-2.120428085E-1,1.744032741E0,2.066986228E0
5.128195124E1,9.614098072E-1,-3.487014771E-1,1.179120302E0,1.560841512E0
5.128995577E1,7.830734253E-1,-4.334192276E-1,6.229832172E-1,1.090488104E0
5.129795788E1,5.648193359E-1,-3.990392685E-1,2.968546152E-1,7.525794859E-1
5.130596054E1,2.840285301E-1,-2.451181412E-1,8.518338203E-2,3.847223903E-1
5.131396276E1,1.342701912E-2,-1.485671997E-1,-3.599691391E-2,1.534544736E-1
5.132196643E1,-2.896461487E-1,1.523113251E-2,-2.104690075E-1,3.583630589E-1
5.132997179E1,-5.520012379E-1,1.121234894E-1,-3.306837082E-1,6.531682466E-1
5.133797421E1,-7.594108582E-1,1.943130493E-1,-4.573743343E-1,9.075536867E-1
5.134597499E1,-9.401899576E-1,2.138166428E-1,-5.704128742E-1,1.120288159E0
5.135397796E1,-1.046747804E0,1.418323517E-1,-7.128539085E-1,1.274346136E0
5.136198042E1,-1.059337497E0,3.075122833E-2,-7.539491653E-1,1.300607902E0
5.136998139E1,-1.064000487E0,-8.605384827E-2,-7.361338139E-1,1.296686274E0
5.137798284E1,-1.036869407E0,-1.895093918E-1,-6.498250961E-1,1.238258710E0
5.138598729E1,-9.738633633E-1,-2.890243530E-1,-4.681553841E-1,1.118532248E0
5.139398882E1,-8.895055056E-1,-3.655414581E-1,-2.102215290E-1,9.843950900E-1
5.140198964E1,-8.083664179E-1,-4.667291641E-1,7.924699783E-2,9.367883778E-1
5.140999304E1,-7.031588554E-1,-6.310195923E-1,3.988976479E-1,1.025542508E0
5.141799319E1,-6.178565025E-1,-7.097482681E-1,6.943664551E-1,1.169458865E0
5.142599546E1,-4.862208366E-1,-7.651720047E-1,1.027174711E0,1.370031673E0
5.143399729E1,-4.148254395E-1,-8.353137970E-1,1.380845547E0,1.666302406E0
5.144200057E1,-3.747859001E-1,-9.197635651E-1,1.764116645E0,2.024484385E0
5.145000362E1,-3.286635876E-1,-9.221858978E-1,2.069117069E0,2.289037359E0
5.145800850E1,-2.714240551E-1,-9.471826553E-1,2.318035603E0,2.518752678E0
5.146601112E1,-2.538208961E-1,-1.008371353E0,2.410284042E0,2.625015619E0
5.147401409E1,-2.218368053E-1,-1.077485085E0,2.415631294E0,2.654328583E0
5.148202007E1,-1.217474937E-1,-1.115587234E0,2.386141300E0,2.636859426E0
5.149002503E1,1.762104034E-2,-1.209340096E0,2.328089237E0,2.623511666E0
5.149802901E1,9.555268288E-2,-1.320775986E0,2.338113308E0,2.687071521E0
5.150603772E1,1.545896530E-1,-1.388319969E0,2.422435760E0,2.796341415E0
5.151404581E1,2.123970985E-1,-1.440810204E0,2.651819706E0,3.025424652E0
5.152205092E1,2.664234638E-1,-1.373397827E0,2.905528307E0,3.224794225E0
5.153005698E1,1.767640114E-1,-1.381929398E0,3.262467623E0,3.547487754E0
5.153806221E1,-9.258937836E-2,-1.786225319E0,3.583072424E0,4.004694954E0
5.154606702E1,-4.395220280E-1,-2.703614235E0,3.737187862E0,4.633495728E0
5.155407069E1,-5.129508972E-1,-3.830586433E0,3.557924271E0,5.253126323E0
5.156207702E1,-4.045958519E-1,-5.235123634E0,2.974688292E0,6.034814637E0
5.157008413E1,-5.537607670E-1,-6.186969757E0,2.368492603E0,6.647932233E0
5.157808886E1,-1.210128069E0,-6.791275024E0,1.896160364E0,7.154107249E0
5.158609327E1,-2.035494328E0,-6.751968384E0,1.841415763E0,7.288561328E0
5.159409819E1,-2.941607952E0,-6.510932922E0,2.353927851E0,7.522385339E0
5.160210350E1,-3.719549417E0,-6.322134018E0,3.293631315E0,8.040673706E0
5.161010804E1,-4.668216705E0,-6.169870377E0,4.878188133E0,9.146380002E0
5.161811061E1,-5.391654968E0,-6.035447121E0,6.544898033E0,1.040827822E1
5.162611596E1,-5.542543411E0,-5.611297607E0,8.189935684E0,1.137020206E1
5.163411846E1,-4.866603851E0,-5.089519501E0,9.052818298E0,1.146911335E1
5.164212139E1,-3.643594265E0,-4.388912201E0,9.364171982E0,1.096476385E1
5.165012460E1,-2.450252056E0,-3.712676048E0,8.574582100E0,9.659770016E0
5.165812628E1,-1.289154887E0,-2.856701851E0,5.995075226E0,6.764879360E0
5.166613229E1,-6.044225693E-1,-2.196623802E0,3.155541897E0,3.892033843E0
5.167413538E1,-1.652584076E-1,-1.704697609E0,8.203297257E-1,1.899011621E0
5.168213690E1,1.322140694E-1,-1.242120743E0,-8.256506920E-1,1.497345506E0
5.169013831E1,3.251569271E-1,-9.264039993E-1,-1.993676066E0,2.222317631E0
5.169813944E1,5.567622185E-1,-8.502025604E-1,-3.044698000E0,3.209830910E0
5.170613827E1,7.739439011E-1,-1.051716805E0,-3.659464121E0,3.885456865E0
5.171413909E1,8.013660908E-1,-1.601878166E0,-4.033439636E0,4.413256912E0
5.172214163E1,6.460027695E-1,-2.169329643E0,-4.333467484E0,4.888992852E0
5.173014604E1,4.967758656E-1,-2.882196426E0,-4.642925262E0,5.487312411E0
5.173815280E1,5.257048607E-1,-3.441525459E0,-5.030968666E0,6.118096829E0
5.174615780E1,7.653529644E-1,-4.037684441E0,-5.481098652E0,6.850627944E0
5.175416190E1,9.952011108E-1,-4.495193481E0,-6.157627583E0,7.688534784E0
5.176216604E1,1.138897657E0,-4.915762901E0,-7.105313778E0,8.714774619E0
5.177016842E1,1.011142492E0,-5.217726707E0,-8.083275795E0,9.674007893E0
5.177817081E1,9.740970135E-1,-5.088563919E0,-8.689238548E0,1.011658116E1
5.178617354E1,8.213956356E-1,-4.669599533E0,-8.969110489E0,1.014518573E1
5.179417468E1,2.104852200E-1,-3.589021683E0,-9.558878899E0,1.021261702E1
5.180217651E1,-7.778906822E-2,-2.245590210E0,-1.034163570E1,1.058291810E1
5.181018057E1,9.678220749E-2,-6.312389374E-1,-1.076379013E1,1.078271800E1
5.181818237E1,5.563380718E-1,7.750797272E-1,-1.031784344E1,1.036186054E1
5.182618764E1,8.695030212E-1,2.005353928E0,-9.341938019E0,9.594231904E0
5.183419257E1,5.368971825E-1,2.789184093E0,-7.807931423E0,8.308525718E0
5.184219526E1,-3.794801235E-1,2.809047222E0,-5.441947937E0,6.135922816E0
5.185019960E1,-1.303586125E0,2.506805420E0,-3.124158621E0,4.212336322E0
5.185820401E1,-1.408901215E0,2.310491562E0,-1.827674389E0,3.265542461E0
5.186620507E1,-3.869356513E-1,2.494912148E0,-9.228355885E-1,2.688109251E0
5.187420526E1,8.674489856E-1,2.706959724E0,-4.726414680E-1,2.881577459E0
5.188220538E1,2.199735165E0,2.666452408E0,-6.608176231E-2,3.457335685E0
5.189020589E1,2.981972694E0,2.606182098E0,1.401083469E-1,3.962824325E0
5.189820405E1,3.538070679E0,2.623525620E0,-1.219367981E-2,4.404654299E0
5.190620214E1,3.815873146E0,2.601369858E0,-4.178497791E-1,4.637090838E0
5.191420151E1,3.823082209E0,2.560650826E0,-9.924036264E-1,4.707202479E0
5.192219987E1,3.677444696E0,2.537681580E0,-1.488457799E0,4.709451551E0
5.193020042E1,3.428496599E0,2.488055229E0,-2.024769783E0,4.695178423E0
5.193820214E1,3.201870680E0,2.451495171E0,-2.610999107E0,4.804073351E0
5.194620561E1,2.957605839E0,2.439275742E0,-3.141471386E0,4.956444382E0
5.195420679E1,2.635640621E0,2.418625832E0,-3.537556887E0,5.030970197E0
5.196220659E1,2.387114286E0,2.360691071E0,-3.704301834E0,4.999302854E0
5.197020561E1,2.127143383E0,2.376626015E0,-3.840043068E0,4.991895527E0
5.197820667E1,1.925536394E0,2.491502762E0,-3.908547163E0,5.019165005E0
5.198620647E1,1.788365245E0,2.648421764E0,-3.784087181E0,4.952949009E0
5.199420901E1,1.734291434E0,2.832101345E0,-3.455143213E0,4.792345922E0
5.200220866E1,1.725211143E0,2.985884190E0,-2.953014612E0,4.540060923E0
5.201020733E1,1.757755518E0,3.061731815E0,-2.407604218E0,4.273226444E0
5.201820636E1,1.808361292E0,3.184144974E0,-1.890693903E0,4.121125236E0
5.202620702E1,1.927451611E0,3.261134148E0,-1.433529139E0,4.050317448E0
5.203420573E1,1.857994437E0,3.226609230E0,-9.805424213E-1,3.850274522E0
5.204220577E1,1.825945139E0,3.099682331E0,-4.789047241E-1,3.629250052E0
5.205020190E1,1.905614853E0,2.926696301E0,2.494738102E-1,3.501307811E0
5.205820050E1,2.009328365E0,2.735749722E0,1.040392876E0,3.550231592E0
5.206620257E1,1.951913834E0,2.310542107E0,1.943929434E0,3.595474111E0
5.207420542E1,1.855914116E0,1.756794930E0,2.549205542E0,3.609597557E0
