"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.117505491E1,-2.002399921E0,-2.873285294E0,2.701433182E0,4.423021033E0
2.118305386E1,-2.105390549E0,-2.027327538E0,2.341922283E0,3.745307235E0
2.119105214E1,-2.031075716E0,-1.188782692E0,1.951735497E0,3.057408102E0
2.119904749E1,-1.866720676E0,1.935005188E-3,1.364513278E0,2.312260001E0
2.120704725E1,-1.703751326E0,1.177070618E0,1.101147294E0,2.345376128E0
2.121504694E1,-1.385703802E0,2.552390099E0,9.751985073E-1,3.063638747E0
2.122304538E1,-5.972170830E-1,3.600193024E0,1.577643156E-1,3.652799971E0
2.123104757E1,9.032078981E-1,4.329518795E0,-1.386983275E0,4.635109504E0
2.123904917E1,2.645928383E0,4.081919193E0,-2.716289997E0,5.571465934E0
2.124705030E1,4.841751575E0,2.575637817E0,-3.644323587E0,6.584645996E0
2.125505175E1,6.445840359E0,4.308700562E-1,-4.254200459E0,7.735161826E0
2.126305276E1,8.086720467E0,-2.871306419E0,-6.266282082E0,1.062571125E1
2.127105464E1,1.035205841E1,-6.055088043E0,-7.955675125E0,1.439173274E1
2.127905436E1,1.255946064E1,-8.349925041E0,-3.807762623E0,1.555507493E1
2.128705542E1,1.286672878E1,-1.020059395E1,5.753056526E0,1.739834722E1
2.129505780E1,9.575582504E0,-1.124363232E1,1.160152149E1,1.878047787E1
2.130306397E1,5.354849339E0,-7.835772514E0,9.797947884E0,1.364087699E1
2.131106862E1,3.859410286E0,-3.170502663E0,5.124069214E0,7.155642543E0
2.131906815E1,3.734239817E0,3.594341278E-1,1.140511751E0,3.921033914E0
2.132707167E1,3.723655224E0,1.894488335E0,-1.108039618E0,4.322319524E0
2.133507413E1,3.272747755E0,2.920689583E0,-3.165188074E0,5.409225550E0
2.134307362E1,2.649775267E0,3.606549740E0,-4.488120556E0,6.338117711E0
2.135107432E1,1.947781324E0,4.210818768E0,-5.396627903E0,7.116771705E0
2.135907514E1,1.495443225E0,4.417000294E0,-5.748099804E0,7.401816898E0
2.136707581E1,1.224174500E0,4.148096561E0,-5.927655697E0,7.337738776E0
2.137507745E1,9.637472034E-1,3.681717873E0,-6.081507206E0,7.174160931E0
2.138307612E1,6.288453341E-1,3.089291573E0,-6.375787735E0,7.112653381E0
2.139107784E1,2.815092802E-1,2.260152340E0,-6.649903297E0,7.029135789E0
2.139908046E1,-8.051669598E-2,1.405328751E0,-7.196892262E0,7.333259170E0
2.140708159E1,-3.669523597E-1,8.409891129E-1,-7.563912392E0,7.619362663E0
2.141508264E1,-6.176403165E-1,-2.130126953E-2,-7.460717201E0,7.486269729E0
2.142308565E1,-9.734560251E-1,-6.301078796E-1,-6.886879921E0,6.983821849E0
2.143108725E1,-1.136529684E0,-1.043197632E0,-6.013963699E0,6.208681051E0
2.143909292E1,-1.387211919E0,-1.480544090E0,-5.305426121E0,5.680133276E0
2.144709686E1,-1.715333939E0,-2.004829407E0,-4.855328560E0,5.525932220E0
2.145509952E1,-2.237959862E0,-2.841361046E0,-4.346861839E0,5.654821375E0
2.146310452E1,-2.949939728E0,-3.732706070E0,-3.658510447E0,6.001661244E0
2.147111022E1,-3.637612104E0,-4.694422722E0,-2.694831848E0,6.521652030E0
2.147911311E1,-4.340917587E0,-5.326653481E0,-1.374713421E0,7.007612988E0
2.148711350E1,-5.186775208E0,-5.525434494E0,5.601007938E-1,7.599129970E0
2.149511393E1,-5.640462399E0,-4.774115562E0,2.373913765E0,7.761601770E0
2.150311632E1,-5.510488510E0,-2.988763809E0,4.114358425E0,7.498409030E0
2.151112038E1,-5.139451504E0,-1.764915466E0,5.163438320E0,7.495997842E0
2.151912358E1,-4.434425354E0,-6.470737457E-1,6.070243359E0,7.545242679E0
2.152712561E1,-3.514499664E0,2.103376389E-1,6.606860161E0,7.486424447E0
2.153513026E1,-2.320987463E0,1.133080482E0,6.848387718E0,7.319239614E0
2.154313444E1,-1.456412792E0,1.690960407E0,6.774212837E0,7.132351988E0
2.155113620E1,-5.371416807E-1,1.897866726E0,6.467073441E0,6.761172841E0
2.155913788E1,1.944248676E-1,1.947428226E0,6.168168068E0,6.471211250E0
2.156714120E1,7.520065308E-1,1.905332088E0,5.725703239E0,6.081075709E0
2.157514065E1,1.018552303E0,1.629505634E0,5.377738476E0,5.710762517E0
2.158314233E1,1.136761665E0,1.191158295E0,4.949488640E0,5.216178962E0
2.159114421E1,1.296921730E0,4.722614288E-1,4.325456142E0,4.540331229E0
2.159914382E1,1.241490364E0,-3.503513336E-2,3.889717817E0,4.083188764E0
2.160714706E1,1.290744781E0,-7.299537659E-1,3.375476837E0,3.686827697E0
2.161515081E1,1.352272272E0,-1.183506012E0,2.931267977E0,3.438263912E0
2.162315425E1,1.158684731E0,-1.435128212E0,2.370310307E0,3.003417094E0
2.163116151E1,8.694045544E-1,-1.453505516E0,1.800634027E0,2.472008386E0
2.163916831E1,3.638706207E-1,-1.244018555E0,1.227122784E0,1.784884960E0
2.164717300E1,-1.095647812E-1,-9.593582153E-1,8.095679283E-1,1.260068592E0
2.165517679E1,-6.525971889E-1,-6.473064423E-1,3.689813614E-1,9.904725974E-1
2.166317991E1,-1.060819626E0,-4.036111832E-1,8.853912354E-3,1.135041258E0
2.167118417E1,-1.306494594E0,-2.331142426E-1,-3.288152218E-1,1.367256312E0
2.167918671E1,-1.384703636E0,-1.660737991E-1,-5.336935520E-1,1.493255998E0
2.168718991E1,-1.421404600E0,-3.084564209E-1,-6.533181667E-1,1.594478293E0
2.169518944E1,-1.474340558E0,-5.691137314E-1,-6.886730194E-1,1.723902853E0
2.170318897E1,-1.501358390E0,-9.806232452E-1,-6.105422974E-1,1.894323325E0
2.171118928E1,-1.493333459E0,-1.351206779E0,-3.773698807E-1,2.048954028E0
2.171919104E1,-1.452103853E0,-1.708829880E0,-2.186560631E-2,2.242584059E0
2.172719432E1,-1.393678904E0,-1.943213463E0,2.672913074E-1,2.406213642E0
2.173519636E1,-1.413761854E0,-2.183834076E0,5.430800915E-1,2.657590984E0
2.174319671E1,-1.473466635E0,-2.340741158E0,8.758163452E-1,2.901245829E0
2.175119624E1,-1.463075638E0,-2.391437531E0,1.306835651E0,3.093118686E0
2.175919846E1,-1.456218243E0,-2.360592842E0,2.147189617E0,3.507619333E0
2.176720171E1,-1.520643711E0,-2.289532661E0,3.247670889E0,4.254607303E0
2.177520300E1,-1.587944984E0,-2.190437317E0,4.518874168E0,5.266859469E0
2.178320604E1,-1.578001738E0,-2.093052864E0,5.419569492E0,6.020190467E0
2.179120764E1,-1.527598500E0,-1.974597931E0,6.077228069E0,6.570030074E0
2.179921061E1,-1.456034660E0,-1.916296005E0,6.284900665E0,6.729948268E0
2.180721421E1,-1.200824976E0,-1.867166519E0,6.077502251E0,6.470264681E0
2.181521675E1,-8.397312164E-1,-1.876194954E0,5.647454262E0,6.009908124E0
2.182322014E1,-3.207862377E-1,-1.994846344E0,5.112462997E0,5.497235091E0
2.183122292E1,-9.690523148E-3,-2.546747208E0,4.728840828E0,5.371028842E0
2.183922745E1,8.684945107E-2,-3.874542236E0,4.354931355E0,5.829669585E0
2.184722772E1,2.691736221E-1,-5.083637238E0,3.871062279E0,6.395384677E0
2.185522913E1,4.215965271E-1,-6.245610237E0,3.412064791E0,7.129346183E0
2.186323034E1,2.147064209E-1,-6.869101524E0,3.361595869E0,7.650554319E0
2.187123186E1,-7.738702297E-1,-7.003499031E0,3.880012035E0,8.043778167E0
2.187923304E1,-1.994582295E0,-6.835522652E0,5.056518078E0,8.733332899E0
2.188723495E1,-3.280449867E0,-6.737778664E0,6.844129086E0,1.014894653E1
2.189523819E1,-4.357179165E0,-6.671921730E0,8.562494278E0,1.169683111E1
2.190324116E1,-4.744995594E0,-6.455927849E0,8.786073685E0,1.189071396E1
2.191124573E1,-4.366755009E0,-5.867439270E0,8.129972458E0,1.093580564E1
2.191924761E1,-3.509772301E0,-5.051205635E0,6.711375237E0,9.103611236E0
2.192725163E1,-2.456888199E0,-3.931591988E0,4.463508606E0,6.435574897E0
2.193525581E1,-1.785735130E0,-2.993675232E0,2.276568413E0,4.163376645E0
2.194325846E1,-1.256745458E0,-2.246541977E0,4.797521830E-1,2.618496163E0
2.195126288E1,-8.737434149E-1,-1.894384384E0,-3.954188824E-1,2.123317179E0
2.195926460E1,-4.627461433E-1,-1.588747978E0,-1.245671511E0,2.071219844E0
2.196726768E1,6.024861336E-2,-1.494663239E0,-1.970361233E0,2.473857611E0
2.197527081E1,6.371545792E-1,-1.647101402E0,-2.483385801E0,3.047312591E0
2.198327444E1,8.230786324E-1,-2.032756805E0,-2.962083340E0,3.685579517E0
2.199127671E1,9.094438553E-1,-2.728276253E0,-3.500379324E0,4.530257702E0
2.199928061E1,1.150176287E0,-3.292814255E0,-3.990156889E0,5.299705955E0
2.200728163E1,1.595975399E0,-4.026916504E0,-4.405536175E0,6.178344680E0
2.201528096E1,2.145902395E0,-4.470019341E0,-4.937728882E0,6.997652214E0
2.202328092E1,2.746667624E0,-4.950064659E0,-5.437571526E0,7.849490892E0
2.203128319E1,2.731014013E0,-5.305268288E0,-6.355180740E0,8.717375258E0
2.203928534E1,2.768902779E0,-5.116656303E0,-7.139894485E0,9.210053615E0
2.204728921E1,3.016327858E0,-4.125985146E0,-7.267612457E0,8.884828529E0
2.205529210E1,3.197921276E0,-2.914161682E0,-7.230505943E0,8.426105565E0
2.206329397E1,3.077650547E0,-1.439121246E0,-6.914916039E0,7.704483543E0
2.207129139E1,2.943692684E0,1.039695740E-2,-6.440538406E0,7.081381905E0
2.207928878E1,2.694380999E0,1.439631462E0,-6.335668564E0,7.033699159E0
2.208728647E1,2.469192982E0,2.502034187E0,-7.071389198E0,7.896938283E0
2.209528718E1,2.677084446E0,3.827173710E0,-8.567623138E0,9.757981655E0
2.210328796E1,2.605269432E0,4.633567810E0,-8.537935257E0,1.005752047E1
2.211128643E1,2.302054405E0,5.182782650E0,-7.225144386E0,9.184955192E0
2.211928421E1,1.977822304E0,5.202583790E0,-4.838832855E0,7.375158477E0
2.212728319E1,1.499902844E0,4.803956509E0,-2.220089674E0,5.500591317E0
2.213528132E1,1.216826916E0,4.474324226E0,-8.488683701E-1,4.713896746E0
2.214327971E1,1.153201222E0,4.260729313E0,-5.310151577E-1,4.445859246E0
2.215127788E1,1.168064594E0,4.028104305E0,-8.670047522E-1,4.282720681E0
2.215927698E1,1.324793816E0,3.805822372E0,-1.433459997E0,4.277168473E0
2.216727913E1,1.488094568E0,3.665019035E0,-2.122862816E0,4.489246764E0
2.217528014E1,1.555591345E0,3.434294701E0,-2.654504299E0,4.610925894E0
2.218327979E1,1.496323824E0,3.119539738E0,-3.087574482E0,4.637200593E0
2.219127979E1,1.369534254E0,2.808300972E0,-3.336840153E0,4.571288727E0
2.219928136E1,1.256487131E0,2.457916260E0,-3.568302631E0,4.511418393E0
2.220728284E1,1.117558599E0,2.159986019E0,-3.708219767E0,4.434565442E0
2.221528186E1,1.079262972E0,1.833709717E0,-3.797849894E0,4.353270460E0
2.222328108E1,1.200728178E0,1.670919418E0,-3.812365532E0,4.332187762E0
2.223127979E1,1.390903950E0,1.619730949E0,-3.653148651E0,4.231268984E0
2.223927846E1,1.555692434E0,1.690347672E0,-3.375653028E0,4.083195754E0
2.224728010E1,1.681913257E0,1.801317215E0,-3.095176220E0,3.956474661E0
2.225528143E1,1.789012432E0,1.920178890E0,-2.731280088E0,3.787815119E0
2.226328300E1,1.740003586E0,1.965486050E0,-2.130882740E0,3.381036696E0
2.227128272E1,1.524524093E0,1.980335712E0,-1.538919926E0,2.934991956E0
2.227928331E1,1.397232652E0,1.958997250E0,-7.814382315E-1,2.529935773E0
2.228728452E1,1.391371369E0,1.907276630E0,-8.506202698E-2,2.362383115E0
2.229528702E1,1.299388409E0,1.892695427E0,5.812416077E-1,2.368237324E0
2.230328928E1,1.237300158E0,1.853083611E0,1.348519802E0,2.604483865E0
2.231128846E1,1.419919252E0,1.801065445E0,2.231937408E0,3.200242493E0
2.231929042E1,1.763802409E0,1.549162865E0,3.489421129E0,4.205587276E0
2.232728975E1,2.052433252E0,1.128933907E0,4.650180340E0,5.206836968E0
2.233528741E1,2.300441265E0,4.678936005E-1,5.578181744E0,6.052029907E0
2.234328468E1,2.420317888E0,-2.099657059E-1,6.091352463E0,6.557941682E0
2.235128304E1,2.344905376E0,-1.129269600E0,6.066455364E0,6.601190176E0
2.235928272E1,2.065175533E0,-1.933806419E0,5.494890213E0,6.180483452E0
2.236728413E1,1.346889615E0,-2.714838028E0,4.534495354E0,5.453999016E0
2.237528557E1,4.992389679E-1,-3.162035942E0,3.674149036E0,4.873097781E0
2.238328694E1,-4.439730346E-1,-3.218812943E0,2.858673334E0,4.327803374E0
2.239128643E1,-8.444365263E-1,-2.833177567E0,2.343289137E0,3.772396075E0
2.239928776E1,-1.180439115E0,-2.033519745E0,2.146144629E0,3.183484855E0
2.240728913E1,-1.831558704E0,-1.294292450E0,2.184176207E0,3.130563198E0
2.241528928E1,-2.558786631E0,1.027727127E-1,2.499862671E0,3.578723882E0
2.242328956E1,-2.453294277E0,2.057286263E0,9.537099600E-1,3.340754745E0
2.243128788E1,-1.422156453E0,4.655827522E0,-1.654720426E0,5.141727198E0
2.243928577E1,-4.765764773E-1,6.477640152E0,-4.622060776E0,7.971850029E0
2.244728573E1,2.553077936E-1,7.288093090E0,-5.743042946E0,9.282457931E0
2.245528655E1,1.038518310E0,6.742845535E0,-5.664358139E0,8.867324248E0
2.246328807E1,1.554250956E0,4.698289871E0,-5.514408112E0,7.409340090E0
2.247129081E1,2.362188816E0,1.576306343E0,-5.549962521E0,6.234321268E0
2.247929346E1,3.563370228E0,-1.720382690E0,-6.029239655E0,7.211730361E0
2.248729436E1,5.317363739E0,-6.149448395E0,-6.397514820E0,1.034496344E1
2.249529811E1,6.427381992E0,-1.222011375E1,-3.068137169E0,1.414411132E1
2.250330178E1,5.691931725E0,-1.798033142E1,2.412796736E0,1.901346872E1
2.251130616E1,4.731268883E0,-1.705815887E1,4.154165745E0,1.818303557E1
2.251931163E1,3.325036049E0,-1.365835285E1,4.497635841E0,1.475924102E1
2.252731479E1,3.204838753E0,-8.298897743E0,3.743799686E0,9.651877086E0
2.253531788E1,4.003421783E0,-3.155898094E0,2.413624048E0,5.640271253E0
2.254332065E1,3.652507067E0,-3.425045013E-1,1.397805214E0,3.925809040E0
2.255132210E1,2.601708412E0,2.057631493E0,6.324515343E-1,3.376792704E0
2.255932401E1,1.976865888E0,3.346650600E0,1.978653371E-1,3.891942917E0
2.256732479E1,2.092893124E0,4.061778069E0,-2.940712571E-1,4.578724780E0
2.257532428E1,2.857595682E0,4.418452740E0,-6.591717601E-1,5.303120318E0
2.258332464E1,3.549482346E0,4.717795372E0,-9.779390097E-1,5.984378230E0
2.259132253E1,3.874818563E0,4.916206360E0,-1.361027718E0,6.405911358E0
2.259932643E1,3.516543627E0,4.568234921E0,-1.558275938E0,5.971856769E0
2.260732491E1,2.975463867E0,3.990223885E0,-1.918698311E0,5.334479832E0
2.261532499E1,2.708613396E0,3.742211342E0,-2.218147039E0,5.124539837E0
2.262332448E1,3.020743132E0,3.617680073E0,-2.674333096E0,5.418907241E0
2.263132749E1,3.231129646E0,3.558655262E0,-3.095678329E0,5.717293974E0
2.263932835E1,3.063934326E0,3.234649181E0,-3.453614235E0,5.637206770E0
2.264732397E1,2.789276123E0,2.373297215E0,-3.602518082E0,5.137191595E0
2.265531987E1,2.482049227E0,1.223589897E0,-3.770263433E0,4.676818038E0
2.266332046E1,2.332971096E0,3.210906982E-1,-3.831824541E0,4.497636344E0
2.267132163E1,2.344383955E0,-6.986751556E-1,-3.824585199E0,4.540014873E0
2.267932389E1,2.204503059E0,-1.644273758E0,-3.674523830E0,4.589727150E0
2.268732651E1,1.847813964E0,-2.558315277E0,-3.439816952E0,4.668161754E0
2.269533100E1,1.356616497E0,-2.780632973E0,-3.323230982E0,4.540505722E0
2.270333569E1,9.639977217E-1,-2.470384598E0,-3.104913950E0,4.083207355E0
2.271133987E1,7.146152258E-1,-2.036401749E0,-2.756360292E0,3.500732647E0
2.271934104E1,4.365370274E-1,-1.560270309E0,-2.184176922E0,2.719492019E0
2.272734636E1,-8.637106419E-2,-9.547224045E-1,-1.478759050E0,1.762294856E0
2.273535100E1,-6.415256262E-1,-2.761936188E-1,-9.514451027E-1,1.180290569E0
2.274335257E1,-1.155942321E0,3.040742874E-1,-2.855396271E-1,1.228900606E0
2.275135577E1,-1.381352663E0,5.903768539E-1,3.732254505E-1,1.547894456E0
2.275935823E1,-1.622930050E0,8.662662506E-1,9.941092730E-1,2.091069681E0
2.276735917E1,-1.913405180E0,9.780673981E-1,1.475049853E0,2.606435744E0
2.277536139E1,-2.115623236E0,1.166990280E0,2.147849798E0,3.232798593E0
2.278336417E1,-2.595490456E0,7.650241852E-1,3.192366362E0,4.184857906E0
2.279136530E1,-3.418447495E0,-3.084621429E-1,4.686663151E0,5.809108680E0
2.279936522E1,-4.190151215E0,-1.678773880E0,5.501381874E0,7.116238576E0
2.280736593E1,-4.701310158E0,-2.945090294E0,6.095055580E0,8.241697432E0
2.281536999E1,-4.676653385E0,-3.413759232E0,5.930219650E0,8.288084464E0
2.282337139E1,-4.403930664E0,-3.359294891E0,5.367689133E0,7.713076824E0
2.283137081E1,-4.247771263E0,-3.122592926E0,4.602891922E0,6.998625674E0
2.283937042E1,-4.153793335E0,-2.735561371E0,3.564577579E0,6.119110099E0
2.284736925E1,-4.247810364E0,-2.398856163E0,2.611263275E0,5.533272058E0
2.285536897E1,-4.373364925E0,-1.964137077E0,1.601861835E0,5.054712313E0
2.286336757E1,-4.504887581E0,-1.548216820E0,9.345400333E-1,4.854312774E0
2.287136667E1,-4.485760689E0,-1.185058594E0,5.422883034E-1,4.671240674E0
2.287936569E1,-4.286233902E0,-8.359375000E-1,3.389198780E-1,4.380120917E0
2.288736389E1,-3.818386316E0,-6.447067261E-1,3.811066151E-1,3.891139046E0
2.289535889E1,-3.145724297E0,-5.640525818E-1,6.494870186E-1,3.261222172E0
2.290335475E1,-2.651834011E0,-5.794115067E-1,9.669179916E-1,2.881470409E0
2.291135108E1,-2.130588293E0,-7.431249619E-1,1.328712940E0,2.618610177E0
2.291935198E1,-1.662528276E0,-8.970022202E-1,1.645394206E0,2.505181699E0
2.292735190E1,-1.185733318E0,-1.055906296E0,1.934035182E0,2.502277701E0
2.293535128E1,-7.950729132E-1,-1.263483047E0,2.083562136E0,2.563154604E0
2.294334979E1,-4.129607677E-1,-1.519742966E0,2.118958473E0,2.640102325E0
2.295134932E1,-1.271190643E-1,-1.690901756E0,2.040181160E0,2.652856417E0
2.295934831E1,1.650104523E-1,-1.863620758E0,1.830679297E0,2.617574730E0
2.296734491E1,4.228167534E-1,-1.919515610E0,1.567037582E0,2.513746401E0
2.297534100E1,7.450983524E-1,-1.955057144E0,1.286277294E0,2.455998630E0
2.298333839E1,1.033375502E0,-1.910408020E0,1.153269529E0,2.459177573E0
2.299133339E1,1.413715839E0,-1.773459435E0,1.135378838E0,2.536303599E0
2.299932831E1,1.972109795E0,-1.703914642E0,1.359733582E0,2.939628814E0
2.300732339E1,2.372227192E0,-1.708793640E0,1.976477861E0,3.529008684E0
2.301531948E1,2.697101116E0,-1.754794121E0,3.279890299E0,4.594707522E0
2.302331483E1,2.704885483E0,-1.785186768E0,5.060158253E0,6.009034765E0
2.303131155E1,2.363102913E0,-1.875154495E0,7.572832108E0,8.151579349E0
2.303931003E1,1.816805840E0,-1.981607437E0,9.828523636E0,1.018957449E1
2.304730901E1,1.049359798E0,-2.170823097E0,1.149034309E1,1.174059680E1
2.305530757E1,4.913649559E-1,-2.527396202E0,1.125147152E1,1.154230403E1
2.306330671E1,9.864258766E-2,-3.209369659E0,9.075447083E0,9.626708873E0
2.307130651E1,2.081840038E-1,-3.869079590E0,6.412766457E0,7.492442264E0
2.307930554E1,3.628430367E-1,-4.782215118E0,3.948834658E0,6.212449731E0
2.308730272E1,1.266765594E-1,-5.754375458E0,2.505607605E0,6.277495785E0
2.309530136E1,-3.912873268E-1,-6.772439003E0,1.555340767E0,6.959750047E0
2.310329932E1,-9.020167589E-1,-7.225690842E0,1.310639620E0,7.398784940E0
2.311129842E1,-1.569933534E0,-7.303310394E0,2.036530495E0,7.742770207E0
2.311929608E1,-2.627565145E0,-7.210063934E0,4.261027813E0,8.777555386E0
2.312729167E1,-3.549736023E0,-7.019984245E0,7.396626472E0,1.079772605E1
2.313528952E1,-3.880136967E0,-6.367822647E0,1.087395859E1,1.318512812E1
2.314328889E1,-2.660712242E0,-5.279957771E0,1.152194118E1,1.295038503E1
2.315129007E1,-5.579090118E-1,-4.070006371E0,8.674450874E0,9.598036898E0
2.315928964E1,7.250618935E-1,-3.332906723E0,5.470999718E0,6.447155953E0
2.316728925E1,1.734722614E0,-2.600731850E0,2.407109022E0,3.945534507E0
2.317528643E1,2.621412277E0,-2.041779518E0,4.194430113E-1,3.349119043E0
2.318328647E1,3.436397552E0,-1.895503998E0,-1.107948303E0,4.077905466E0
2.319128249E1,3.946207523E0,-1.920359612E0,-2.179905891E0,4.900237193E0
2.319928124E1,4.429792881E0,-1.936018944E0,-2.936258554E0,5.656222115E0
2.320727995E1,4.453963757E0,-2.253304482E0,-3.677102089E0,6.199697896E0
2.321527964E1,4.423919201E0,-2.880228043E0,-4.466337681E0,6.914835280E0
2.322327999E1,4.846465588E0,-3.252043724E0,-5.238376617E0,7.842487275E0
2.323127854E1,5.132122040E0,-3.621614456E0,-6.350332737E0,8.932048688E0
2.323927882E1,4.988639832E0,-4.043828011E0,-7.795021534E0,1.009957589E1
2.324727651E1,4.849750042E0,-4.362216949E0,-9.382737160E0,1.142736929E1
2.325527784E1,4.625369072E0,-4.796960831E0,-9.361497879E0,1.149097536E1
2.326328128E1,4.583427429E0,-4.196038246E0,-7.900048256E0,1.005113458E1
2.327128276E1,5.164542198E0,-2.204955101E0,-6.125429630E0,8.309946526E0
2.327928542E1,5.455311775E0,-3.993129730E-1,-5.221891403E0,7.562276591E0
2.328728940E1,5.175612450E0,1.430306435E0,-4.661137581E0,7.110481297E0
2.329529237E1,4.337798119E0,2.557928085E0,-4.370709896E0,6.668027715E0
2.330329323E1,3.525150061E0,3.323416710E0,-3.862332344E0,6.195917423E0
2.331129425E1,2.845504522E0,3.542414665E0,-3.199647903E0,5.557278502E0
2.331929772E1,1.949016809E0,3.454294205E0,-2.613700867E0,4.749973389E0
2.332730194E1,1.210524201E0,3.445032120E0,-1.990931392E0,4.159017066E0
2.333530432E1,6.498799324E-1,3.459880829E0,-1.572535157E0,3.855643409E0
2.334330667E1,4.788234234E-1,3.423145294E0,-1.563370943E0,3.793589894E0
2.335130550E1,4.029994607E-1,3.490660667E0,-2.245961189E0,4.170307198E0
2.335930311E1,2.602376938E-1,3.337192535E0,-2.930464268E0,4.448842378E0
2.336730136E1,-1.251087189E-1,2.936845303E0,-3.345705271E0,4.453589146E0
2.337529784E1,-4.737288654E-1,2.525493622E0,-3.871131897E0,4.646310282E0
2.338329663E1,-6.600394845E-1,2.253035069E0,-4.344486713E0,4.938257177E0
2.339129737E1,-6.886096597E-1,2.177842617E0,-4.495125771E0,5.042156029E0
2.339929710E1,-5.578566194E-1,2.117791653E0,-4.554533005E0,5.053713128E0
2.340729557E1,-5.677149892E-1,2.049179554E0,-4.952520370E0,5.389702698E0
2.341529522E1,-7.109934092E-1,1.986215115E0,-5.387966156E0,5.786254523E0
2.342329214E1,-9.401526451E-1,2.039093494E0,-5.698287964E0,6.124726524E0
2.343128800E1,-1.175777197E0,2.159970760E0,-5.850635529E0,6.346484207E0
2.343928655E1,-1.389456749E0,2.383192062E0,-5.799573898E0,6.422246637E0
2.344728632E1,-1.465463877E0,2.689743519E0,-5.573710918E0,6.359918079E0
2.345528327E1,-1.378227234E0,3.050238132E0,-5.204175949E0,6.187641738E0
2.346328284E1,-1.115588427E0,3.512452126E0,-4.657351971E0,5.939089564E0
2.347128358E1,-7.961893082E-1,3.960948467E0,-3.896621227E0,5.613081788E0
2.347928178E1,-6.391133666E-1,4.233951569E0,-3.255283833E0,5.378818143E0
2.348727932E1,-3.526555002E-1,4.452075958E0,-2.487307310E0,5.111951085E0
2.349527694E1,5.456101894E-2,4.617720604E0,-1.749393940E0,4.938289141E0
2.350327772E1,7.553008199E-1,4.746357441E0,-8.846368790E-1,4.886816008E0
2.351127764E1,1.464428425E0,4.703805447E0,-1.026122570E-1,4.927561828E0
2.351927776E1,2.091669083E0,4.468991280E0,6.931989193E-1,4.982718871E0
2.352727807E1,2.770359755E0,4.014086246E0,1.617458582E0,5.138477773E0
2.353528253E1,3.224090576E0,3.452443123E0,2.485566854E0,5.337805368E0
2.354328382E1,3.468378067E0,2.528266907E0,3.498835802E0,5.537475231E0
2.355128499E1,3.509934902E0,1.569825172E0,4.464341640E0,5.891887675E0
2.355928589E1,3.159278393E0,3.033866882E-1,5.418399811E0,6.279501569E0
2.356728639E1,2.357932806E0,-1.070813179E0,6.356613159E0,6.863892397E0
2.357528893E1,8.731091619E-1,-2.855879784E0,7.084609032E0,7.688306321E0
2.358328995E1,-3.877767920E-1,-4.048504829E0,6.926206589E0,8.032004725E0
2.359129249E1,-1.766337156E0,-5.096521378E0,5.753642082E0,7.886626295E0
2.359929565E1,-2.930211782E0,-5.656393051E0,4.798605919E0,7.975433669E0
2.360729737E1,-4.058457375E0,-5.590580940E0,4.261134148E0,8.116830400E0
2.361529843E1,-4.307535648E0,-4.699563026E0,4.304411888E0,7.692120495E0
2.362330151E1,-3.956672192E0,-3.104534149E0,4.505557060E0,6.752290836E0
2.363130335E1,-4.160576820E0,-1.691619873E0,4.204245567E0,6.152045031E0
2.363930409E1,-4.405656338E0,-8.591651917E-2,3.686225891E0,5.745037053E0
2.364730546E1,-3.972342014E0,1.649559975E0,2.069500923E0,4.773194241E0
2.365530530E1,-2.900980473E0,2.936141014E0,-3.555536270E-3,4.127544597E0
2.366330511E1,-6.374167800E-1,3.166521549E0,-2.474809647E0,4.069132790E0
2.367130464E1,1.349567413E0,2.562096119E0,-3.802221298E0,4.779388614E0
2.367930479E1,2.848427534E0,8.900451660E-1,-4.011885643E0,5.000094622E0
2.368730499E1,3.747107506E0,-1.362235069E0,-3.726546764E0,5.457439861E0
2.369530655E1,4.759552479E0,-4.860710144E0,-3.117083549E0,7.483051033E0
2.370330546E1,6.213118076E0,-8.581834793E0,-1.150001764E0,1.065707412E1
2.371130483E1,7.306573391E0,-1.126924992E1,2.530864000E0,1.366701434E1
2.371930710E1,6.445035934E0,-1.037276649E1,4.111079216E0,1.288540823E1
2.372730573E1,5.386034489E0,-6.440126419E0,4.493141174E0,9.522232586E0
2.373530425E1,5.155353069E0,-2.383103371E0,2.821530342E0,6.341756887E0
2.374330397E1,5.003327847E0,4.208383560E-1,4.032248259E-1,5.037160383E0
2.375130382E1,4.708456516E0,1.748272896E0,-1.149796128E0,5.152480181E0
2.375930401E1,4.291281700E0,2.941262245E0,-2.630960941E0,5.829929476E0
2.376730335E1,4.167299271E0,3.990620613E0,-3.356913328E0,6.675350416E0
2.377530413E1,4.169075012E0,4.901092529E0,-3.984312773E0,7.568133370E0
2.378330417E1,3.963141680E0,5.231670856E0,-4.409386158E0,7.906931024E0
2.379130557E1,3.733373404E0,5.082406044E0,-4.794489861E0,7.921872329E0
2.379930772E1,3.382482767E0,4.405238628E0,-4.982023239E0,7.461090577E0
2.380730749E1,2.964532852E0,3.573708057E0,-5.266958237E0,7.021445249E0
2.381530596E1,2.814153910E0,2.759941101E0,-5.493079185E0,6.760965615E0
