"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.082283882E1,-1.016845703E-1,-1.478153348E0,7.147094727E0,7.299057480E0
1.083084245E1,-1.455888271E0,-1.449046254E0,7.317077637E0,7.599932292E0
1.083884562E1,-1.982775450E0,-1.151996255E0,7.871550560E0,8.198768327E0
1.084684999E1,-1.464879394E0,-5.970902443E-1,8.369975090E0,8.518149529E0
1.085485417E1,-3.843984604E-1,-8.704829216E-2,8.472886086E0,8.482047996E0
1.086285351E1,1.025941610E0,5.913428664E-1,8.417269707E0,8.500157169E0
1.087085843E1,1.960391760E0,1.094855309E0,8.212135315E0,8.513578004E0
1.087886112E1,2.834787369E0,1.428469419E0,7.920086861E0,8.532544766E0
1.088686354E1,3.359735250E0,1.746651173E0,7.886615753E0,8.748560985E0
1.089486452E1,3.123277426E0,1.977034807E0,7.550758362E0,8.406989969E0
1.090286440E1,2.335170269E0,1.836307883E0,6.855600357E0,7.471566307E0
1.091086694E1,1.211631060E0,1.450079203E0,5.940631866E0,6.233930260E0
1.091886960E1,3.337507248E-1,1.152933836E0,5.242095947E0,5.377751937E0
1.092687335E1,-2.506709099E-1,9.940150976E-1,4.496788025E0,4.612158330E0
1.093487757E1,-1.470303535E-1,1.019217491E0,3.814227104E0,3.950791139E0
1.094288272E1,3.417432308E-1,1.110525608E0,3.060173035E0,3.273333861E0
1.095088480E1,5.673139095E-1,1.139471173E0,2.473150253E0,2.781494527E0
1.095888636E1,5.690860748E-1,1.047046781E0,1.687176704E0,2.065606728E0
1.096688960E1,4.380848408E-1,8.655143976E-1,1.070500374E0,1.444646860E0
1.097489464E1,1.543743610E-1,6.666299105E-1,5.939130783E-1,9.060682234E-1
1.098289347E1,-4.677391052E-2,4.740928411E-1,4.001417160E-1,6.221456531E-1
1.099089378E1,-1.259970665E-1,3.722603321E-1,2.968893051E-1,4.925406330E-1
1.099889405E1,-3.222975731E-1,2.717726231E-1,7.864379883E-2,4.288600370E-1
1.100689366E1,-5.169093609E-1,1.042267084E-1,-1.918468475E-1,5.611271754E-1
1.101489296E1,-7.993621826E-1,-1.552882195E-1,-4.848518372E-1,9.477212850E-1
1.102289300E1,-1.045246720E0,-3.917080164E-1,-7.237844467E-1,1.330353262E0
1.103089175E1,-8.428163528E-1,-4.440667629E-1,-1.199328423E0,1.531640741E0
1.103889362E1,-1.018140316E-1,-3.655880690E-1,-1.508018494E0,1.555037141E0
1.104689566E1,8.268013000E-1,-1.409660578E-1,-1.919038296E0,2.094320845E0
1.105489835E1,1.227437019E0,-8.536958694E-2,-2.446537971E0,2.738510115E0
1.106290276E1,1.036154151E0,-1.621994972E-1,-2.915738583E0,3.098621562E0
1.107090327E1,4.342768192E-1,-3.301531076E-1,-3.060087681E0,3.108333001E0
1.107890566E1,-4.087350368E-1,-6.078525782E-1,-2.895669460E0,2.986879762E0
1.108690687E1,-1.115552664E0,-8.414245844E-1,-2.542301178E0,2.900990927E0
1.109491190E1,-1.734011054E0,-1.016929388E0,-2.354357719E0,3.095793919E0
1.110291409E1,-1.926666737E0,-1.052419186E0,-2.515956879E0,3.339112138E0
1.111091886E1,-1.806847215E0,-1.027568936E0,-2.854557514E0,3.531160344E0
1.111892148E1,-1.381754518E0,-8.843221664E-1,-3.274147987E0,3.662146404E0
1.112692632E1,-4.392275810E-1,-6.071851254E-1,-3.578143120E0,3.655776638E0
1.113493144E1,5.595998764E-1,-2.343070507E-1,-3.421618462E0,3.474985570E0
1.114293624E1,8.578413725E-1,3.434181213E-2,-3.140582561E0,3.255814799E0
1.115094077E1,5.354542732E-1,6.096100807E-2,-2.951415539E0,3.000213527E0
1.115894483E1,-9.481036663E-2,-1.247143745E-1,-2.849874973E0,2.854177648E0
1.116694792E1,-9.193040729E-1,-3.794193268E-1,-2.782953739E0,2.955319021E0
1.117495026E1,-1.545012951E0,-5.797270536E-1,-2.597584724E0,3.077433163E0
1.118295495E1,-2.052470684E0,-7.157523632E-1,-2.101225376E0,3.023257421E0
1.119095874E1,-2.250644922E0,-7.387046814E-1,-1.825535297E0,2.990596311E0
1.119896257E1,-2.349350452E0,-6.784152985E-1,-1.756018162E0,3.010530626E0
1.120696585E1,-2.215838909E0,-5.716739893E-1,-1.706071854E0,2.854371103E0
1.121497019E1,-1.438084841E0,-4.112529755E-1,-1.714655876E0,2.275359706E0
1.122297144E1,-4.877611399E-1,-2.640547752E-1,-1.886336803E0,1.966189815E0
1.123097175E1,3.778376579E-1,-4.995584488E-2,-2.068991184E0,2.103801655E0
1.123897394E1,9.293724298E-1,9.384441376E-2,-2.200840473E0,2.390865675E0
1.124697788E1,1.317449689E0,7.607221603E-2,-2.108891010E0,2.487746361E0
1.125498038E1,1.519999027E0,7.270574570E-3,-1.792637348E0,2.350318822E0
1.126298003E1,1.453499913E0,6.952905655E-2,-1.256175995E0,1.922361677E0
1.127098093E1,1.023708224E0,7.243061066E-2,-8.256273270E-1,1.317150411E0
1.127897784E1,5.453267097E-1,-1.374526024E-1,-4.240465164E-1,7.043364866E-1
1.128697394E1,-6.841635704E-2,-4.365683794E-1,1.931333542E-1,4.822584787E-1
1.129497308E1,-4.558897018E-1,-5.343582630E-1,7.058629990E-1,9.957995515E-1
1.130297448E1,-3.045163155E-1,-4.039776325E-1,8.940334320E-1,1.027240912E0
1.131097569E1,3.037666082E-1,-2.031209469E-1,9.223241806E-1,9.920756854E-1
1.131897882E1,8.816417456E-1,6.867945194E-2,9.627742767E-1,1.307265598E0
1.132698081E1,9.737613201E-1,2.421897650E-1,1.164214134E0,1.536965042E0
1.133498354E1,7.212501764E-1,2.441426516E-1,1.386671066E0,1.581981067E0
1.134298437E1,3.175340891E-1,1.352061033E-1,1.561141968E0,1.598834836E0
1.135098440E1,-1.857714653E-1,4.609775543E-2,1.706632614E0,1.717332501E0
1.135898577E1,-5.856113434E-1,5.358922482E-2,1.746036530E0,1.842404954E0
1.136698730E1,-7.237018347E-1,1.100525856E-1,1.449350357E0,1.623721766E0
1.137498823E1,-5.993911028E-1,2.168818712E-1,1.166687012E0,1.329460802E0
1.138299093E1,-2.447644472E-1,5.006736517E-1,1.085084915E0,1.219833191E0
1.139099257E1,2.318084240E-1,8.997756243E-1,9.311275482E-1,1.315420021E0
1.139899331E1,7.962976694E-1,1.212512493E0,7.672739029E-1,1.641031921E0
1.140699390E1,1.308470488E0,1.390722871E0,7.183561325E-1,2.040157017E0
1.141499468E1,1.429453015E0,1.475375772E0,8.228416443E-1,2.212947799E0
1.142299562E1,1.254542828E0,1.424757838E0,9.034023285E-1,2.102367325E0
1.143099812E1,8.896219730E-1,1.208256841E0,9.411172867E-1,1.771161651E0
1.143899780E1,3.426746130E-1,8.790946007E-1,1.051136971E0,1.412487925E0
1.144699878E1,-1.475186348E-1,6.278651953E-1,1.252923012E0,1.409181509E0
1.145499644E1,-5.087201595E-1,3.227474689E-1,1.312236786E0,1.443927807E0
1.146299448E1,-5.258185863E-1,-2.133071423E-2,1.261693954E0,1.367044922E0
1.147099335E1,-4.967803955E-1,-3.907197714E-1,1.393747330E0,1.530354312E0
1.147899237E1,-5.774570704E-1,-5.532646179E-1,1.650057793E0,1.833643674E0
1.148699358E1,-5.930770636E-1,-6.663804054E-1,1.838484764E0,2.043484640E0
1.149499558E1,-6.206037998E-1,-7.943729162E-1,1.988217354E0,2.229167031E0
1.150299722E1,-6.954234838E-1,-9.854714870E-1,2.109290123E0,2.429788612E0
1.151100003E1,-8.510601521E-1,-1.078517914E0,2.163723946E0,2.563046154E0
1.151900038E1,-9.351811409E-1,-1.117877722E0,2.185483932E0,2.626890631E0
1.152699964E1,-9.479023814E-1,-1.155363083E0,2.217540741E0,2.674111014E0
1.153499894E1,-1.001154661E0,-1.125885725E0,1.986777306E0,2.493434054E0
1.154300022E1,-9.766107202E-1,-1.096796155E0,1.564414978E0,2.145722379E0
1.155100148E1,-9.550926089E-1,-1.085364819E0,1.395272255E0,2.009229541E0
1.155900249E1,-1.046606541E0,-9.572309256E-1,1.306874275E0,1.928625590E0
1.156700718E1,-1.136621714E0,-6.300553083E-1,1.346975327E0,1.871689382E0
1.157500753E1,-1.066353202E0,-1.198763847E-1,1.462059975E0,1.813587293E0
1.158300675E1,-8.802804351E-1,2.972393036E-1,1.360970497E0,1.647873036E0
1.159100437E1,-6.668801308E-1,8.076872826E-1,1.215537071E0,1.604561693E0
1.159900175E1,-5.376670361E-1,1.465487719E0,1.781079292E0,2.368329272E0
1.160700175E1,3.480279446E-2,2.627702951E0,3.506008148E0,4.381566748E0
1.161500272E1,1.105466127E0,3.783658743E0,5.627600670E0,6.870809133E0
1.162300726E1,2.582319736E0,4.916413784E0,8.379880905E0,1.005295497E1
1.163101022E1,3.645119667E0,5.593516350E0,1.033964920E1,1.230782955E1
1.163901265E1,4.285741329E0,5.699476719E0,1.169062996E1,1.369388340E1
1.164701351E1,4.345221043E0,5.258115768E0,1.229673576E1,1.406195000E1
1.165501429E1,4.051193237E0,4.280771255E0,1.274205589E1,1.403912952E1
1.166301604E1,3.890479803E0,3.406696320E0,1.309788227E1,1.408175887E1
1.167101913E1,3.636424065E0,2.691462994E0,1.335734940E1,1.410270669E1
1.167902058E1,2.931978703E0,1.913732052E0,1.311137867E1,1.357081870E1
1.168702398E1,2.003720760E0,9.774210453E-1,1.206673241E1,1.227095268E1
1.169502675E1,1.071268201E0,-3.153285980E-1,1.013054276E1,1.019190582E1
1.170303015E1,5.173809528E-1,-1.347920179E0,8.299936295E0,8.424577993E0
1.171103276E1,2.521218061E-1,-2.166158676E0,6.215965271E0,6.587414748E0
1.171903218E1,1.502714157E-1,-2.916387796E0,4.772523880E0,5.595076716E0
1.172703257E1,-1.513604522E-1,-3.642502785E0,3.444329262E0,5.015390372E0
1.173503437E1,-5.095729828E-1,-4.137289047E0,2.627807617E0,4.927697044E0
1.174303675E1,-9.816686511E-1,-4.486244202E0,2.043610573E0,5.026569859E0
1.175103816E1,-1.449290991E0,-4.748897552E0,1.701368332E0,5.248535657E0
1.175903690E1,-1.850737095E0,-4.948368073E0,1.286375046E0,5.437493461E0
1.176703878E1,-1.872031808E0,-5.163835049E0,9.123544693E-1,5.567951704E0
1.177504073E1,-1.585885048E0,-5.371532917E0,5.203609467E-1,5.624870912E0
1.178304292E1,-1.120630264E0,-5.531095028E0,1.997089386E-2,5.643511605E0
1.179104382E1,-4.656891823E-1,-5.723519802E0,-4.418907166E-1,5.759410798E0
1.179904628E1,2.329280376E-1,-6.009193897E0,-6.605219841E-1,6.049872400E0
1.180704831E1,4.919277728E-1,-6.320028782E0,-9.477286339E-1,6.409597983E0
1.181504921E1,1.890732348E-1,-6.628472328E0,-1.300204754E0,6.757434905E0
1.182304980E1,-4.775552750E-1,-6.911365032E0,-1.645706177E0,7.120630202E0
1.183105042E1,-1.309555173E0,-7.198897362E0,-2.209192276E0,7.643270798E0
1.183905390E1,-1.771819472E0,-7.486944675E0,-2.979283810E0,8.250443433E0
1.184705776E1,-1.966884017E0,-7.762772560E0,-4.217285156E0,9.050677579E0
1.185506046E1,-1.951926708E0,-7.995453835E0,-5.169267178E0,9.718982614E0
1.186306245E1,-1.914212465E0,-8.029914856E0,-6.168439388E0,1.030501754E1
1.187106265E1,-1.942574024E0,-7.814019203E0,-6.889492989E0,1.059705636E1
1.187906425E1,-1.937438846E0,-7.310658455E0,-7.442891121E0,1.061112739E1
1.188706616E1,-1.634754896E0,-6.812187672E0,-7.576000214E0,1.031862896E1
1.189506819E1,-1.052273393E0,-6.307735920E0,-7.667311668E0,9.984111375E0
1.190307526E1,-5.713027716E-1,-6.013333321E0,-7.662684441E0,9.757217704E0
1.191108304E1,-2.109723687E-1,-5.874739170E0,-7.603989601E0,9.611333285E0
1.191908577E1,-1.488803476E-1,-5.907835960E0,-7.446356773E0,9.506467288E0
1.192708769E1,-2.818339467E-1,-5.925621986E0,-7.281682014E0,9.392301063E0
1.193509124E1,-2.628320456E-1,-5.809422493E0,-7.358370781E0,9.378917365E0
1.194309784E1,1.055243239E-1,-5.599805832E0,-7.418761253E0,9.295535448E0
1.195110093E1,6.547765732E-1,-5.401415825E0,-7.262693405E0,9.074730893E0
1.195910069E1,9.716033936E-1,-5.117140293E0,-6.848695755E0,8.604287970E0
1.196710120E1,8.686652780E-1,-4.779973507E0,-6.368896961E0,8.010341728E0
1.197510347E1,3.399468362E-1,-4.623010635E0,-6.328005791E0,7.844198396E0
1.198310120E1,-3.430953622E-1,-4.602588654E0,-6.572506905E0,8.031150836E0
1.199109667E1,-6.953589320E-1,-4.632069588E0,-6.988105297E0,8.412681401E0
1.199909386E1,-6.653199196E-1,-4.498442650E0,-7.595810413E0,8.852964063E0
1.200709089E1,-3.777382076E-1,-4.174102783E0,-8.020734787E0,9.049751749E0
1.201509198E1,-6.020136178E-3,-3.633501053E0,-8.590366364E0,9.327205391E0
1.202309069E1,2.777123451E-1,-3.143198490E0,-8.894536972E0,9.437669672E0
1.203109190E1,5.660358071E-1,-2.553332806E0,-8.658358574E0,9.044726538E0
1.203909472E1,5.507264137E-1,-2.054898262E0,-8.313270569E0,8.581163907E0
1.204709796E1,4.092134237E-1,-1.594120979E0,-8.115499496E0,8.280701021E0
1.205510159E1,6.590322256E-1,-1.299325943E0,-7.876292229E0,8.009903286E0
1.206310316E1,1.125048757E0,-9.476060867E-1,-7.406588554E0,7.551241356E0
1.207110409E1,1.310230732E0,-6.179304123E-1,-6.809211254E0,6.961601861E0
1.207910151E1,1.359885693E0,-3.483161926E-1,-6.251353264E0,6.407029803E0
1.208709991E1,1.241277814E0,-2.231006622E-1,-5.963547230E0,6.095444207E0
1.209509964E1,1.097777605E0,-1.761689186E-1,-5.852804184E0,5.957471609E0
1.210309753E1,1.445065379E0,-1.542935371E-1,-5.818257809E0,5.997011287E0
1.211109722E1,2.438641071E0,-1.487822533E-1,-5.628331184E0,6.135732911E0
1.211909612E1,3.396294117E0,2.017402649E-2,-5.434146881E0,6.408211376E0
1.212709671E1,3.649233818E0,2.565407753E-1,-5.470716476E0,6.581144231E0
1.213509890E1,3.734354496E0,1.837611198E-1,-5.667976856E0,6.790076089E0
1.214309944E1,3.823204041E0,-4.797949791E-1,-5.758419991E0,6.928671817E0
1.215110171E1,3.278289557E0,-1.448252678E0,-5.553156376E0,6.609248367E0
1.215910304E1,2.290550232E0,-2.165558338E0,-5.100057602E0,5.995569266E0
1.216710179E1,1.217653155E0,-3.001790524E0,-4.669263363E0,5.682908226E0
1.217510495E1,5.341894627E-1,-3.870880127E0,-4.754850388E0,6.154484020E0
1.218310812E1,-2.566041946E-1,-4.680893898E0,-4.649823189E0,6.602837957E0
1.219111073E1,-6.461837292E-1,-4.877599716E0,-4.066141129E0,6.382948855E0
1.219911159E1,-3.101885319E-1,-4.717792511E0,-2.927475452E0,5.560925789E0
1.220711171E1,7.198256254E-1,-4.497558117E0,-1.845044613E0,4.914302348E0
1.221511089E1,1.935079336E0,-4.277081490E0,-7.224264145E-1,4.749721890E0
1.222311214E1,3.034553051E0,-3.950638294E0,8.988819122E-1,5.062019740E0
1.223111218E1,3.593100548E0,-3.589413166E0,2.363902092E0,5.601989961E0
1.223911116E1,3.800848722E0,-3.327297688E0,4.017500877E0,6.454275654E0
1.224711304E1,3.421247005E0,-3.129655600E0,5.383104324E0,7.104751045E0
1.225511558E1,2.488320589E0,-2.985944033E0,6.934763908E0,7.949751668E0
1.226311683E1,1.527657509E0,-2.736618757E0,8.231249809E0,8.807740522E0
1.227111827E1,5.755243301E-1,-2.191310406E0,9.748652458E0,1.000846114E1
1.227911765E1,-2.309305668E-1,-1.301530123E0,1.093428612E1,1.101389679E1
1.228711608E1,-4.737193584E-1,-6.565785408E-2,1.119577885E1,1.120598880E1
1.229511585E1,1.831767559E-1,8.919492960E-1,1.057553768E1,1.061466554E1
1.230311491E1,1.176216602E0,1.483695030E0,9.686070442E0,9.869386863E0
1.231111522E1,1.697341919E0,1.844374180E0,9.092122078E0,9.431297344E0
1.231911569E1,1.986611366E0,2.113551378E0,8.271464348E0,8.765320679E0
1.232711640E1,2.240892410E0,2.054424763E0,7.305579185E0,7.912884881E0
1.233511780E1,2.412532330E0,1.762809634E0,6.592844963E0,7.238329556E0
1.234311683E1,2.262639046E0,1.382095933E0,6.800541878E0,7.299116005E0
1.235111460E1,1.847981453E0,1.261066437E0,7.868159294E0,8.180052242E0
1.235911273E1,1.369830370E0,1.270852208E0,9.940730095E0,1.011482157E1
1.236711226E1,1.050878286E0,1.243446589E0,1.179594994E1,1.190776803E1
1.237511433E1,7.176332474E-1,1.204339743E0,1.394182205E1,1.401213167E1
1.238311585E1,3.629004955E-1,1.265207291E0,1.594888496E1,1.600310526E1
1.239111788E1,8.302211761E-2,1.301968813E0,1.785459518E1,1.790219497E1
1.239912167E1,1.549773216E-1,1.201463461E0,1.897617340E1,1.901480185E1
1.240712523E1,4.733433723E-1,1.012111068E0,1.955853271E1,1.959042176E1
1.241512714E1,6.855442524E-1,7.956680059E-1,1.933076477E1,1.935927491E1
1.242312944E1,5.753822327E-1,5.775722265E-1,1.801766968E1,1.803610476E1
1.243112808E1,4.948453903E-1,3.002794385E-1,1.630982590E1,1.632009377E1
1.243912792E1,7.211844921E-1,-1.471014023E-1,1.404505634E1,1.406432912E1
1.244712554E1,9.406745434E-1,-6.398211122E-1,1.195599365E1,1.200999683E1
1.245512284E1,9.401762486E-1,-9.459756017E-1,1.004223537E1,1.013041423E1
1.246312132E1,8.281109333E-1,-1.070132971E0,8.832537651E0,8.935584684E0
1.247112042E1,7.145104408E-1,-1.225161076E0,7.677515030E0,7.807418387E0
1.247912050E1,5.498530865E-1,-1.406571984E0,6.586408615E0,6.757333913E0
1.248712148E1,4.352262020E-1,-1.511397600E0,6.057592392E0,6.258447902E0
1.249511812E1,4.150974751E-1,-1.545961976E0,5.732778549E0,5.952063024E0
1.250311663E1,4.473817348E-1,-1.622087240E0,5.523309708E0,5.773929992E0
1.251111589E1,6.052970886E-1,-1.559455395E0,5.473427773E0,5.723346685E0
1.251911276E1,8.947889805E-1,-1.463967085E0,5.630902290E0,5.886502149E0
1.252711046E1,1.295860052E0,-1.469885826E0,5.932842255E0,6.248074490E0
1.253510730E1,1.600153565E0,-1.734431982E0,6.146845818E0,6.584258443E0
1.254310222E1,1.744920731E0,-2.257807732E0,6.009697914E0,6.652737266E0
1.255109780E1,1.725633025E0,-2.795793772E0,5.615025520E0,6.505596341E0
1.255909491E1,1.693380713E0,-3.377241850E0,4.995217323E0,6.263026174E0
1.256708862E1,1.725890160E0,-3.959079027E0,4.401373863E0,6.166449178E0
1.257508468E1,1.718549013E0,-4.656380653E0,3.678004265E0,6.177621457E0
1.258308163E1,1.609319448E0,-5.325106621E0,2.861720085E0,6.255886145E0
1.259108022E1,1.417760134E0,-5.958198071E0,1.778918266E0,6.377673419E0
1.259907604E1,1.036007881E0,-6.564874649E0,4.094562531E-1,6.658719540E0
1.260706898E1,7.799214125E-1,-6.853068829E0,-5.813579559E-1,6.921763276E0
1.261506683E1,6.788624525E-1,-6.848029613E0,-1.342222691E0,7.011271323E0
1.262306257E1,6.418318748E-1,-6.762536049E0,-1.896962166E0,7.052822657E0
1.263105866E1,3.970771432E-1,-6.575635910E0,-2.428920746E0,7.021133375E0
1.263905374E1,3.535355031E-1,-6.447583199E0,-2.421281815E0,6.896297708E0
1.264705042E1,2.794980407E-1,-6.450595379E0,-1.829383850E0,6.710808086E0
1.265504378E1,1.018359885E-1,-6.618683338E0,-1.180479050E0,6.723902921E0
1.266303690E1,-1.047226340E-1,-6.843542576E0,-8.134117126E-1,6.892509008E0
1.267103589E1,-3.589448333E-2,-7.104465961E0,-1.054966927E0,7.182456420E0
1.267903319E1,3.446149826E-2,-7.506887913E0,-1.669219494E0,7.690308671E0
1.268703058E1,-6.284439564E-2,-7.885473251E0,-2.183151722E0,8.182346195E0
1.269502948E1,-2.003775835E-1,-8.291267395E0,-2.781650543E0,8.747733760E0
1.270302831E1,-3.071148396E-1,-8.663355827E0,-3.301971197E0,9.276371462E0
1.271102659E1,-5.151148438E-1,-8.997011185E0,-3.523901701E0,9.676230504E0
1.271902464E1,-7.822365165E-1,-9.222690582E0,-3.623641253E0,9.939853695E0
1.272702257E1,-9.664308429E-1,-9.546556473E0,-4.081752777E0,1.042743664E1
1.273501854E1,-1.313227296E0,-9.804841042E0,-4.999852180E0,1.108413261E1
1.274301538E1,-1.594208121E0,-9.860985756E0,-5.982619286E0,1.164355071E1
1.275100960E1,-1.849473834E0,-9.792385101E0,-6.796865463E0,1.206270034E1
1.275900554E1,-2.159895420E0,-9.749897003E0,-7.070835114E0,1.223610841E1
1.276700261E1,-2.564005375E0,-9.573476791E0,-7.110231876E0,1.219758086E1
1.277500120E1,-2.830138683E0,-9.198781967E0,-7.302106857E0,1.208089563E1
1.278299851E1,-2.860372066E0,-8.811107635E0,-8.218362808E0,1.238381336E1
1.279099761E1,-2.963345289E0,-8.567722321E0,-9.103888512E0,1.284788181E1
1.279899593E1,-3.314328671E0,-8.219091415E0,-9.399893761E0,1.291883280E1
1.280699355E1,-3.705570698E0,-7.686411858E0,-9.093877792E0,1.247039674E1
1.281498870E1,-3.747709751E0,-6.894505501E0,-8.595905304E0,1.163912035E1
1.282298441E1,-3.391808271E0,-6.275935650E0,-7.840186119E0,1.060001179E1
1.283097812E1,-2.744803429E0,-5.590020180E0,-6.891788006E0,9.288649708E0
1.283897370E1,-1.830933571E0,-4.722893715E0,-5.704209328E0,7.628633353E0
1.284697085E1,-1.108946800E0,-3.766088486E0,-4.822893620E0,6.218801199E0
1.285496726E1,-3.621022701E-1,-2.666922569E0,-4.557622433E0,5.292968570E0
1.286296120E1,2.101452351E-1,-1.718070984E0,-4.493685722E0,4.815510388E0
1.287095917E1,5.981857181E-1,-5.318717957E-1,-3.695530415E0,3.781224511E0
1.287895831E1,8.128625751E-1,5.269632339E-1,-2.703135014E0,2.871476052E0
1.288695413E1,9.949007034E-1,1.395853996E0,-2.035193682E0,2.660873749E0
1.289494999E1,1.069867373E0,2.002598763E0,-1.637550354E0,2.799390855E0
1.290294573E1,1.337786913E0,2.797241211E0,-1.392314196E0,3.398936751E0
1.291094202E1,1.885646939E0,3.449140549E0,-1.626906872E0,4.254299105E0
1.291893890E1,2.477898598E0,3.890401840E0,-1.889560580E0,4.984540814E0
1.292693816E1,2.730357170E0,3.981692314E0,-1.607283235E0,5.088426413E0
1.293493690E1,2.790462494E0,3.947022438E0,-5.898112655E-1,4.869655469E0
1.294293745E1,2.562132835E0,3.941872597E0,3.183855712E-1,4.712138963E0
1.295093558E1,2.124708176E0,3.845645905E0,4.937719405E-1,4.421220192E0
1.295893218E1,1.505746961E0,3.649034500E0,9.252220392E-2,3.948580384E0
1.296692843E1,1.043142557E0,3.443382263E0,-6.398924589E-1,3.654379587E0
1.297492573E1,4.266476631E-1,3.080320358E0,-1.111853004E0,3.302517046E0
1.298292519E1,-2.348815203E-1,2.790685654E0,-1.063168287E0,2.995567151E0
1.299092300E1,-5.411397219E-1,2.522377968E0,-1.446133614E0,2.957452492E0
1.299891991E1,-3.450520039E-1,2.490367889E0,-1.536358476E0,2.946419942E0
1.300691874E1,-2.956758738E-1,2.497099876E0,-1.339874387E0,2.849244705E0
1.301491749E1,-4.374432564E-1,2.381714821E0,-8.771663904E-1,2.575527706E0
1.302291706E1,-3.512995243E-1,2.218058586E0,-5.078618526E-1,2.302415885E0
1.303091546E1,1.670362949E-1,2.234945297E0,-6.749830246E-1,2.340616092E0
1.303891062E1,7.467004061E-1,2.320691109E0,-9.426275492E-1,2.613755041E0
1.304690757E1,8.677148819E-1,2.278177261E0,-7.168600559E-1,2.541044882E0
1.305490382E1,6.108353138E-1,1.934025764E0,3.810182810E-1,2.063673998E0
1.306290085E1,7.336819172E-2,1.402720451E0,8.224866390E-1,1.627725968E0
1.307089737E1,-3.587417603E-1,1.062500000E0,5.914906263E-1,1.267857666E0
1.307889507E1,-7.780230045E-1,8.429822922E-1,3.802893162E-1,1.208535852E0
1.308689171E1,-1.167282820E0,5.921726227E-1,3.471750021E-1,1.354159547E0
1.309488933E1,-1.410882711E0,3.885126114E-1,5.263285637E-1,1.555170033E0
1.310288827E1,-1.259168863E0,2.873973846E-1,7.992032766E-1,1.518824993E0
1.311088804E1,-9.385422468E-1,3.379611969E-1,1.280769825E0,1.623407116E0
1.311888624E1,-4.281444550E-1,5.781154633E-1,1.724617839E0,1.868644389E0
1.312688632E1,1.594762802E-1,6.619091034E-1,2.015424013E0,2.127319980E0
1.313488210E1,4.244377613E-1,5.307588577E-1,1.880946994E0,1.999953492E0
1.314287784E1,3.647329807E-1,3.421306610E-1,1.283266544E0,1.377264158E0
1.315087663E1,1.380529404E-1,3.392820358E-1,9.128210545E-1,9.835716505E-1
1.315887409E1,2.040565014E-2,4.257459641E-1,6.941337585E-1,8.145536761E-1
1.316687077E1,1.158380508E-1,4.097137451E-1,6.933621168E-1,8.136552292E-1
1.317486714E1,2.421852350E-1,4.139900208E-1,1.430675983E-1,5.005095034E-1
1.318286237E1,4.930497408E-1,5.472564697E-1,-6.150677204E-1,9.596332587E-1
1.319085816E1,7.343878746E-1,6.878004074E-1,-9.963457584E-1,1.416015473E0
1.319885272E1,8.888720274E-1,8.313932419E-1,-7.324380875E-1,1.420483634E0
1.320684948E1,9.526004791E-1,9.551534653E-1,1.526620388E-1,1.357597699E0
1.321484581E1,8.305536509E-1,1.074692726E0,1.495993853E0,2.020589377E0
1.322284444E1,5.627145767E-1,1.032103539E0,2.478380442E0,2.743037554E0
1.323084370E1,1.427752972E-1,7.616109848E-1,2.868530750E0,2.971347294E0
1.323884155E1,-2.103703022E-1,5.364055634E-1,2.476828337E0,2.542963862E0
1.324684116E1,-4.107230902E-1,4.560165405E-1,1.409734249E0,1.537528925E0
1.325484081E1,-4.925271869E-1,5.004062653E-1,5.977156162E-1,9.220918707E-1
1.326284148E1,-4.839238524E-1,5.399360657E-1,2.628490925E-1,7.712346565E-1
1.327083987E1,-3.940734863E-1,4.787845612E-1,3.334815502E-1,7.040870067E-1
1.327883702E1,-4.235114455E-1,2.495708466E-1,5.167038441E-1,7.131832965E-1
1.328683487E1,-4.538441896E-1,1.678886414E-1,7.244844437E-1,8.712283590E-1
1.329483441E1,-2.522029877E-1,3.917493820E-1,1.296177983E0,1.377371152E0
1.330283323E1,-2.043035030E-1,5.439634323E-1,1.676047444E0,1.773914083E0
1.331083300E1,-2.452276945E-1,4.911651611E-1,1.635668159E0,1.725337695E0
1.331883019E1,-2.700362206E-1,4.254293442E-1,1.296142340E0,1.390645408E0
1.332682745E1,-1.455479860E-1,4.708147049E-1,7.418925762E-1,8.906488069E-1
1.333482171E1,1.980310678E-1,6.204090118E-1,-1.997125149E-1,6.811818659E-1
1.334281585E1,7.544299364E-1,8.556127548E-1,-5.633060932E-1,1.272223042E0
1.335081265E1,9.519141912E-1,9.545822144E-1,-3.696200848E-1,1.397850793E0
1.335880987E1,6.672968864E-1,6.781663895E-1,-1.011703014E-1,9.567811747E-1
1.336680796E1,1.110775471E-1,1.611890793E-1,2.231049538E-1,2.968096379E-1
1.337480550E1,-4.099768996E-1,-2.287349701E-1,4.452390671E-1,6.470228525E-1
1.338280441E1,-8.179794550E-1,-4.423074722E-1,6.398818493E-1,1.128793635E0
1.339080144E1,-1.042807221E0,-5.327148438E-1,8.052794933E-1,1.421163984E0
1.339879745E1,-1.330122471E0,-6.332416534E-1,8.092625141E-1,1.680811291E0
1.340679401E1,-1.542152882E0,-7.429628372E-1,7.644307613E-1,1.874722293E0
1.341479312E1,-1.690443039E0,-8.417196274E-1,6.285316944E-1,1.990261714E0
